167	2020-11-20	\N	350000	350002	350002	350000
168	2020-12-03	\N	350000	350002	350002	350000
169	2020-12-04	\N	350000	350002	350002	350000
170	2021-02-21	\N	350000	350002	350002	350000
171	2019-12-02	General Admin. Paid by cheque 10265554	160000	\N	160001	160000
172	2020-03-16	Power Lab. Paid by cheque 1026561	450000	450002	160001	160000
173	2020-04-20	Power Lab. Paid by cheque 10265577	450000	450002	160001	160000
175	2020-06-11	GPS. Paid by cheque 10265594	350000	350002	160001	160000
176	2020-07-06	General Admin. Paid by cheque 10265603	160000	\N	160001	160000
177	2020-07-07	Power Lab. Paid by cheque 10265604	450000	450002	160001	160000
178	2019-06-13	GPS. Paid by cheque 10257846	350000	350002	160001	160000
1322	2023-11-22	1. Mobilization - 45% (Rs 985005), 2. Removal of accessories and piping	200000	200014	200014	200000
179	2019-06-13	GPS. Paid by cheque 10257847	350000	350002	160001	160000
180	2019-06-13	GPS. Paid by cheque 10257848	350000	350002	160001	160000
181	2019-06-13	GPS. Paid by cheque 10257849	350000	350002	160001	160000
182	2019-06-13	GPS. Paid by cheque 10257850	350000	350002	160001	160000
183	2019-06-24	GPS. Paid by cheque 10257856	350000	350002	160001	160000
184	2019-06-24	GPS. Paid by cheque 10257857	350000	350002	160001	160000
185	2019-07-01	GPS. Paid by cheque 10257891	350000	350002	160001	160000
186	2019-07-02	GPS. Paid by cheque 10257892	350000	350002	160001	160000
187	2019-07-08	GPS. Paid by cheque 10257893	350000	350002	160001	160000
188	2020-07-07	VA. Paid by cheque 10265605	250000	250001	160001	160000
189	2021-03-03	\N	200000	200003	200003	200000
190	2021-03-22	\N	200000	200004	200004	200000
191	2019-11-14	\N	200000	200002	200002	200000
192	2020-02-14	\N	200000	200002	200002	200000
193	2020-04-14	\N	200000	200002	200002	200000
194	2020-06-29	General Admin. Paid by cheque 10265600	160000	\N	160001	160000
195	2020-07-18	General Admin. Paid by cheque 10265608	160000	\N	160001	160000
196	2021-03-03	\N	350000	350005	350005	350000
197	2020-03-17	\N	200000	200003	200003	200000
198	2020-04-15	\N	200000	200003	200003	200000
199	2020-03-27	\N	200000	200003	200003	200000
200	2020-11-20	\N	200000	200003	200003	200000
201	2020-03-17	\N	200000	200003	200003	200000
202	2021-01-25	\N	200000	200004	200004	200000
203	2020-11-20	\N	350000	350005	350005	350000
204	2020-04-24	VA. Paid by cheque 10265581	250000	250001	160001	160000
206	2020-06-09	\N	200000	200003	200003	200000
207	2020-12-21	\N	200000	200003	200003	200000
208	2021-01-24	\N	200000	200003	200003	200000
209	2020-12-21	\N	200000	200003	200003	200000
210	2021-03-01	\N	200000	200003	200003	200000
211	2021-03-02	\N	200000	200003	200003	200000
212	2020-01-17	GPS. Paid by cheque 1026558	350000	350002	160001	160000
213	2020-01-17	GPS. Paid by cheque 1026559	350000	350002	160001	160000
214	2020-03-16	GPS. Paid by cheque 1026563	350000	350002	160001	160000
340	2020-01-15	\N	350000	350002	350002	350000
215	2020-03-16	GPS. Paid by cheque 1026562	350000	350002	160001	160000
216	2020-03-25	Dir SoSE. Paid by cheque 1026573	400000	400001	160001	160000
217	2020-03-25	Dir SoSE. Paid by cheque 1026574	400000	400001	160001	160000
219	2020-04-30	General Admin. 	160000	\N	160001	160000
220	2020-05-29	General Admin. Paid by cheque 10265582	160000	\N	160001	160000
221	2020-06-02	General Admin. Paid by cheque 10265589	160000	\N	160001	160000
222	2020-06-02	General Admin. Paid by cheque 10265590	160000	\N	160001	160000
223	2020-06-02	General Admin. Paid by cheque 10265591	160000	\N	160001	160000
224	2020-06-03	GPS. Paid by cheque 10265592	350000	350002	160001	160000
225	2020-06-22	General Admin. Paid by cheque 10265595	160000	\N	160001	160000
226	2020-07-18	GPS. Paid by cheque 10265606	350000	350002	160001	160000
227	2020-09-02	General Admin. Paid by cheque 10265617	160000	\N	160001	160000
228	2020-09-21	General Admin. Paid by cheque 10265620	160000	\N	160001	160000
229	2020-10-02	General Admin. Paid by cheque 10265622	160000	\N	160001	160000
230	2020-10-15	General Admin. Paid by cheque 10265626	160000	\N	160001	160000
231	2020-11-02	General Admin. Paid by cheque 10265629	160000	\N	160001	160000
232	2020-11-16	General Admin. Paid by cheque 10265631	160000	\N	160001	160000
233	2020-11-16	General Admin. Paid by cheque 10265630	160000	\N	160001	160000
234	2020-11-16	General Admin. Paid by cheque 10265640	160000	\N	160001	160000
235	2020-11-20	General Admin. Paid by cheque 10265632	160000	\N	160001	160000
236	2020-11-24	General Admin. Paid by cheque 10265634	160000	\N	160001	160000
237	2020-11-20	General Admin. Paid by cheque 10265633	160000	\N	160001	160000
238	2020-12-21	General Admin. Paid by cheque 10265643	160000	\N	160001	160000
239	2020-12-21	General Admin. Paid by cheque 10265644	160000	\N	160001	160000
240	2021-01-04	Paid by cheque 10265649	160000	\N	160001	160000
241	2021-02-02	Paid by cheque 10310334	160000	\N	160001	160000
242	2021-02-08	Dir System. Paid by cheque 10310335	160000	\N	160001	160000
243	2021-02-10	So Admin. Paid by cheque 10310336	160000	\N	160001	160000
244	2021-02-18	So Admin. Paid by cheque 10310337	160000	\N	160001	160000
245	2021-03-22	SO Sport. Paid by cheque 10310341	160000	\N	160001	160000
246	2019-06-30	General Admin. 	160000	\N	160001	160000
247	2019-07-26	General Admin. 	160000	\N	160001	160000
248	2019-08-31	General Admin. 	160000	\N	160001	160000
249	2019-09-30	General Admin. 	160000	\N	160001	160000
250	2019-10-03	General Admin. 	160000	\N	160001	160000
251	2019-11-30	General Admin. 	160000	\N	160001	160000
254	2021-03-20	\N	200000	200004	200004	200000
255	2020-08-26	\N	200000	200003	200003	200000
256	2021-01-24	\N	200000	200004	200004	200000
257	2021-03-03	\N	300000	300001	300001	300000
258	2020-10-20	\N	350000	350002	350002	350000
259	2020-10-20	\N	350000	350002	350002	350000
260	2021-02-01	\N	350000	350004	350004	350000
261	2020-07-28	UUV. Paid by cheque 10265612	300000	300002	160001	160000
262	2020-08-19	Dir SoSE. Paid by cheque 10265615	400000	400001	160001	160000
263	2020-11-02	General Admin. Paid by cheque 10265628	160000	\N	160001	160000
264	2020-12-21	General Admin. Paid by cheque 10265639	160000	\N	160001	160000
265	2020-12-21	General Admin. Paid by cheque 10265641	160000	\N	160001	160000
266	2021-01-25	So Comm. Paid by cheque 10310333	160000	\N	160001	160000
267	2019-12-04	\N	160000	\N	200003	200000
268	2019-12-09	\N	200000	200003	200003	200000
269	2020-02-14	\N	200000	200003	200003	200000
270	2019-12-24	\N	200000	200003	200003	200000
271	2019-12-01	\N	200000	200003	200003	200000
272	2020-06-02	\N	160000	\N	200003	200000
273	2020-04-22	\N	200000	200003	200003	200000
274	2020-03-20	\N	160000	\N	200003	200000
275	2020-07-20	\N	160000	\N	200003	200000
276	2020-09-02	\N	200000	200003	200003	200000
277	2020-12-30	\N	200000	200003	200003	200000
278	2020-12-30	\N	200000	200003	200003	200000
279	2020-09-01	\N	400000	400001	200004	200000
280	2020-10-01	\N	160000	\N	200004	200000
281	2020-12-01	\N	160000	\N	200004	200000
282	2020-12-01	\N	450000	450001	200004	200000
283	2020-12-01	\N	200000	200004	200004	200000
284	2020-12-01	\N	200000	200004	200004	200000
285	2021-01-22	\N	200000	200004	200004	200000
286	2020-08-01	\N	300000	300001	300001	300000
287	2020-08-01	\N	300000	300001	300001	300000
288	2020-11-01	\N	300000	300001	300001	300000
289	2020-11-02	\N	300000	300001	300001	300000
290	2020-11-03	\N	300000	300001	300001	300000
291	2021-01-21	\N	300000	300001	300001	300000
292	2021-02-01	\N	300000	300001	300001	300000
293	2021-03-05	\N	350000	350005	350005	350000
294	2021-03-16	\N	350000	350003	350003	350000
295	2021-03-31	\N	400000	400002	400002	400000
296	2021-03-31	\N	400000	400002	400002	400000
297	2020-02-08	\N	300000	300002	350002	350000
298	2020-02-08	\N	300000	300002	350002	350000
299	2020-02-11	\N	300000	300002	350002	350000
300	2020-06-26	\N	300000	300002	350002	350000
301	2020-02-09	\N	300000	300002	350002	350000
302	2021-03-02	\N	350000	350002	350002	350000
303	2020-04-15	UUV. Paid by cheque 10265575	300000	300002	160001	160000
304	2020-04-15	General Admin. Paid by cheque 10265576	160000	\N	160001	160000
305	2020-04-20	UUV. Paid by cheque 10265578	300000	300002	160001	160000
306	2020-04-24	UUV. Paid by cheque 10265579	300000	300002	160001	160000
307	2020-06-23	General Admin. Paid by cheque 10265598	160000	\N	160001	160000
308	2019-06-24	GPS. Paid by cheque 10257855	350000	350002	160001	160000
309	2020-03-04	VA. Paid by cheque 1026555	250000	250001	160001	160000
310	2020-03-04	VA. Paid by cheque 1026556	250000	250001	160001	160000
311	2020-05-07	UUV. Paid by cheque 10265583	300000	300002	160001	160000
312	2020-07-28	General Admin. Paid by cheque 10265611	160000	\N	160001	160000
313	2020-07-29	UUV. Paid by cheque 10265613	300000	300002	160001	160000
314	2020-08-18	General Admin. Paid by cheque 10265614	160000	\N	160001	160000
315	2020-10-06	General Admin. Paid by cheque 10265623	160000	\N	160001	160000
316	2020-10-08	VA. Paid by cheque 10265624	250000	250001	160001	160000
318	2019-02-28	\N	350000	350002	350002	350000
319	2019-02-28	\N	350000	350002	350002	350000
321	2019-02-28	\N	350000	350002	350002	350000
324	2021-02-02	\N	350000	350005	350005	350000
325	2020-03-16	General Admin. Paid by cheque 1026560	160000	\N	160001	160000
326	2021-03-05	\N	300000	300001	300001	300000
327	2019-11-30	\N	250000	250001	350002	350000
328	2019-11-11	\N	200000	200003	200003	200000
329	2020-10-19	VA. Paid by cheque 10265627	250000	250001	160001	160000
330	2020-12-09	VA. Paid by cheque 10265638	250000	250001	160001	160000
331	2021-01-19	ET Division. Paid by cheque 10310332	250000	250002	160001	160000
332	2020-02-12	\N	160000	\N	200003	200000
333	2021-02-02	\N	350000	350004	350004	350000
335	2020-10-01	\N	350000	350003	350003	350000
336	2020-12-01	\N	350000	350003	350003	350000
337	2021-01-01	\N	350000	350003	350003	350000
338	2021-03-31	\N	350000	350010	350010	350000
339	2019-02-28	\N	350000	350002	350002	350000
341	2020-01-16	\N	350000	350002	350002	350000
342	2020-02-19	\N	350000	350002	350002	350000
343	2020-02-19	\N	350000	350002	350002	350000
344	2020-02-19	\N	350000	350002	350002	350000
345	2020-02-19	\N	350000	350002	350002	350000
346	2020-02-19	\N	350000	350002	350002	350000
347	2020-02-19	\N	350000	350002	350002	350000
348	2020-03-19	\N	350000	350002	350002	350000
349	2020-05-19	\N	350000	350002	350002	350000
350	2020-06-19	\N	350000	350002	350002	350000
351	2020-07-20	\N	350000	350002	350002	350000
352	2020-08-20	\N	350000	350002	350002	350000
353	2021-01-01	\N	350000	350003	350003	350000
354	2019-10-03	GPS. Paid by cheque 10265551	350000	350002	160001	160000
355	2021-03-13	\N	350000	350003	350003	350000
356	2020-12-02	\N	300000	300001	300001	300000
357	2021-03-01	\N	300000	300001	300001	300000
358	2020-05-19	\N	350000	350002	350002	350000
359	2021-01-19	So Admin. Paid by cheque 10310331	160000	\N	160001	160000
360	2020-11-01	\N	200000	200004	200004	200000
361	2020-09-09	GPS. Paid by cheque 10265618	350000	350002	160001	160000
362	2019-10-03	VA. Paid by cheque 10265553	250000	250001	160001	160000
363	2020-03-16	GPS. Paid by cheque 1026565	350000	350002	160001	160000
364	2020-03-16	GPS. Paid by cheque 1026566	350000	350002	160001	160000
365	2020-03-16	GPS. Paid by cheque 1026567	350000	350002	160001	160000
366	2020-03-16	GPS. Paid by cheque 1026568	350000	350002	160001	160000
367	2020-03-16	GPS. Paid by cheque 1026569	350000	350002	160001	160000
368	2020-03-16	GPS. Paid by cheque 1026570	350000	350002	160001	160000
369	2020-03-16	GPS. Paid by cheque 1026571	350000	350002	160001	160000
370	2020-03-16	GPS. Paid by cheque 1026572	350000	350002	160001	160000
371	2020-05-08	GPS. Paid by cheque 10265584	350000	350002	160001	160000
372	2020-05-08	GPS. Paid by cheque 10265585	350000	350002	160001	160000
373	2020-05-08	GPS. Paid by cheque 10265586	350000	350002	160001	160000
374	2020-05-08	GPS. Paid by cheque 10265587	350000	350002	160001	160000
375	2020-05-08	GPS. Paid by cheque 10265588	350000	350002	160001	160000
376	2020-10-20	\N	200000	200003	200003	200000
377	2020-09-01	\N	200000	200004	200004	200000
378	2020-10-01	\N	200000	200004	200004	200000
379	2021-01-23	\N	200000	200004	200004	200000
380	2021-03-21	\N	200000	200004	200004	200000
381	2019-11-11	\N	200000	200003	200003	200000
382	2020-10-01	\N	350000	350005	350005	350000
383	2021-03-01	\N	350000	350005	350005	350000
385	2020-10-20	\N	350000	350004	350004	350000
386	2020-12-20	\N	350000	350004	350004	350000
388	2020-11-20	\N	350000	350003	350003	350000
389	2020-12-01	\N	350000	350003	350003	350000
390	2021-03-12	\N	350000	350003	350003	350000
392	2021-03-15	\N	350000	350003	350003	350000
393	2019-02-28	\N	350000	350002	350002	350000
394	2019-02-28	\N	350000	350002	350002	350000
395	2019-02-28	\N	350000	350002	350002	350000
396	2019-02-28	\N	350000	350002	350002	350000
397	2019-02-28	\N	350000	350002	350002	350000
398	2019-02-28	\N	350000	350002	350002	350000
399	2019-11-30	\N	350000	350002	350002	350000
400	2020-01-17	\N	350000	350002	350002	350000
401	2020-01-18	\N	350000	350002	350002	350000
402	2020-01-19	\N	350000	350002	350002	350000
404	2020-05-19	\N	350000	350002	350002	350000
405	2020-05-19	\N	350000	350002	350002	350000
406	2020-10-20	\N	350000	350002	350002	350000
407	2020-12-01	\N	350000	350002	350002	350000
408	2020-12-02	\N	350000	350002	350002	350000
409	2021-03-01	\N	350000	350002	350002	350000
410	2020-07-02	General Admin. Paid by cheque 10265599	160000	\N	160001	160000
411	2021-03-04	\N	300000	300001	300001	300000
412	2020-03-16	VA. Paid by cheque 1026564	250000	250001	160001	160000
413	2021-03-10	\N	350000	350003	350003	350000
414	2019-10-03	VA. Paid by cheque 10265552	250000	250001	160001	160000
415	2020-01-09	Power Lab. Paid by cheque 1026557	450000	450002	160001	160000
417	2021-03-15	\N	350000	350003	350003	350000
418	2021-03-15	\N	350000	350003	350003	350000
419	2021-03-15	\N	350000	350003	350003	350000
420	2021-03-15	\N	350000	350003	350003	350000
421	2021-03-15	\N	350000	350003	350003	350000
422	2021-03-15	\N	350000	350003	350003	350000
423	2021-03-15	\N	350000	350005	350005	350000
425	2021-03-15	\N	350000	350005	350005	350000
426	2021-03-15	\N	350000	350005	350005	350000
427	2021-03-15	\N	350000	350005	350005	350000
428	2021-03-15	\N	350000	350005	350005	350000
429	2021-03-15	\N	350000	350004	350004	350000
430	2021-03-15	\N	350000	350004	350004	350000
431	2021-03-15	\N	350000	350004	350004	350000
432	2021-03-15	\N	350000	350004	350004	350000
433	2021-03-15	\N	350000	350004	350004	350000
434	2021-03-15	\N	350000	350004	350004	350000
440	2019-02-28	Items at serial 59 to 63 have a combined price of 140,000 in the approval minute.	350000	350002	160001	160000
443	2019-02-28	\N	350000	350007	160001	160000
444	2019-02-28	\N	200000	200002	160001	160000
445	2019-02-28	\N	200000	200001	160001	160000
447	2021-04-15	\N	450000	450001	450001	450000
449	2021-04-15	\N	200000	200004	200004	200000
451	2021-04-15	\N	350000	350010	350010	350000
452	2019-02-28	\N	250000	250001	160001	160000
453	2019-02-28	\N	300000	300002	160001	160000
456	2021-04-20	\N	350000	350011	350011	350000
457	2021-04-20	\N	350000	350011	350011	350000
458	2021-04-20	\N	350000	350011	350011	350000
459	2021-05-05	\N	350000	350011	350011	350000
461	2021-05-05	\N	350000	350011	350011	350000
462	2021-05-05	\N	300000	300001	300001	300000
463	2021-05-19	\N	350000	350002	350002	350000
464	2021-05-05	\N	350000	350002	350002	350000
465	2021-05-05	\N	350000	350011	350011	350000
469	2021-05-05	\N	350000	350011	350011	350000
471	2021-05-21	\N	350000	350005	350005	350000
472	2021-06-07	\N	350000	350005	350005	350000
473	2021-06-07	\N	350000	350005	350005	350000
475	2021-05-27	\N	350000	350003	350003	350000
476	2021-05-27	\N	350000	350003	350003	350000
477	2021-05-27	\N	350000	350003	350003	350000
478	2021-06-22	\N	350000	350010	350010	350000
479	2021-06-15	\N	200000	200004	200004	200000
480	2021-04-09	\N	200000	200004	200004	200000
481	2021-10-06	\N	300000	300001	300001	300000
482	2021-06-08	\N	350000	350004	350004	350000
483	2021-06-08	\N	350000	350004	350004	350000
484	2021-05-15	\N	350000	350005	350005	350000
485	2021-07-28	\N	350000	350005	350005	350000
486	2021-07-28	\N	350000	350005	350005	350000
487	2021-08-27	\N	350000	350005	350005	350000
488	2021-07-30	\N	350000	350004	350004	350000
489	2021-07-30	\N	350000	350004	350004	350000
490	2021-07-28	\N	350000	350003	350003	350000
491	2021-07-28	\N	350000	350003	350003	350000
492	2021-08-09	\N	200000	200004	200004	200000
493	2021-06-29	\N	350000	350005	350005	350000
494	2021-06-29	\N	350000	350005	350005	350000
495	2021-06-29	\N	400000	400002	400002	400000
496	2021-06-08	\N	350000	350004	350004	350000
499	2021-06-29	\N	350000	350003	350003	350000
500	2021-06-29	\N	350000	350003	350003	350000
501	2021-08-30	\N	350000	350005	350005	350000
502	2021-09-07	\N	200000	200004	200004	200000
503	2021-09-01	\N	350000	350010	350010	350000
504	2021-09-07	\N	350000	350012	350012	350000
505	2021-06-21	\N	350000	350002	350002	350000
506	2021-07-06	\N	350000	350004	350004	350000
508	2021-09-10	\N	200000	200002	200002	200000
509	2021-09-09	\N	350000	350005	350005	350000
511	2021-09-09	\N	350000	350014	350014	350000
512	2021-09-09	\N	350000	350014	350014	350000
513	2021-04-01	\N	160000	\N	160001	160000
514	2021-04-01	\N	400000	400002	160001	160000
515	2021-04-01	\N	400000	400002	160001	160000
516	2021-04-01	Payment to OI/C Teabar	160000	\N	160001	160000
517	2021-04-02	\N	160000	\N	160001	160000
518	2021-04-05	\N	160000	\N	160001	160000
519	2021-04-08	Payment to Comm Department	160000	\N	160001	160000
520	2021-04-06	\N	160000	\N	160001	160000
521	2021-04-13	Payment to SO Admin	160000	\N	160001	160000
522	2021-04-14	\N	160000	\N	160001	160000
523	2021-09-30	60% payment will be release on successful testing of prototype and 40% will be released on successful testing of power supplies in final form.	200000	200004	200004	200000
253	2021-02-21	\N	200000	200004	200004	200000
532	2021-09-09	\N	350000	350002	350002	350000
533	2021-07-14	\N	200000	200002	200002	200000
534	2021-07-14	\N	200000	200002	200002	200000
535	2021-09-08	\N	350000	350004	350004	350000
536	2021-09-08	\N	350000	350004	350004	350000
537	2021-09-08	\N	350000	350004	350004	350000
538	2021-09-08	\N	350000	350004	350004	350000
540	2021-10-08	\N	200000	200004	200004	200000
541	2021-10-21	100% on delivery	350000	350010	350010	350000
542	2021-10-21	50% advance & 50 % on delivery	350000	350010	350010	350000
543	2021-10-21	100% on delivery	350000	350014	350014	350000
544	2021-10-21	50% advance & 50 % on delivery	350000	350014	350014	350000
545	2021-10-21	50% advance & 50 % on delivery	350000	350014	350014	350000
549	2021-10-22	100 % advance on delivery	350000	350014	350014	350000
550	2021-10-25	\N	300000	300001	300001	300000
551	2021-09-22	\N	350000	350010	350010	350000
552	2021-10-27	\N	200000	200004	200004	200000
553	2021-10-29	100% payment on delivery.	350000	350014	350014	350000
555	2021-11-05	\N	300000	300001	300001	300000
556	2021-11-05	50% Advance 50% on delivery	300000	300001	300001	300000
563	2021-11-09	70% advance  with PO and 30% on delivery	350000	350004	350004	350000
564	2021-11-09	50% advance and 50% after delivery	350000	350004	350004	350000
567	2021-11-10	100% upon delivery	350000	350004	350004	350000
568	2021-11-15	\N	200000	200004	200004	200000
570	2021-11-12	\N	160000	\N	350012	350000
571	2021-11-12	\N	200000	200004	200004	200000
572	2021-11-23	100% payment on delivery	350000	350014	350014	350000
573	2022-02-01	100% payment on delivery	350000	350014	350014	350000
574	2021-11-26	70% payment with PO (advance), 30% after delivery/acceptance	350000	350004	350004	350000
575	2021-11-26	100% payment upon delivery	350000	350004	350004	350000
576	2021-11-26	50% Advance , 50% after delivery	350000	350004	350004	350000
577	2021-11-29	50% advance and 50% after delivery	350000	350004	350004	350000
578	2021-11-29	\N	350000	350004	350004	350000
579	2021-11-29	50% advance and 50% after delivery	350000	350004	350004	350000
580	2021-12-02	\N	200000	200004	200004	200000
581	2021-12-10	\N	200000	200004	200004	200000
584	2021-12-08	100% payment upon delivery	350000	350003	350003	350000
585	2021-12-08	100% payment upon delivery	350000	350012	350012	350000
656	2021-11-01	Hiace van for 1st Nov	200000	200004	200004	200000
586	2021-12-09	100% payment upon delivery	350000	350012	350012	350000
587	2021-12-13	\N	300000	300001	300001	300000
588	2021-12-23	100% payment upon delivery	350000	350002	350002	350000
589	2021-12-13	\N	300000	300001	300001	300000
590	2021-12-13	\N	200000	200008	200008	200000
591	2021-12-21	100% upon delivery	350000	350005	350005	350000
592	2021-12-21	100% upon delivery	350000	350005	350005	350000
593	2021-12-21	50% Advance & 50% at delivery	350000	350006	350006	350000
594	2021-12-22	\N	200000	200004	200004	200000
596	2021-12-23	100% payment upon delivery	350000	350010	350010	350000
597	2021-12-23	100% payment upon delivery	350000	350010	350010	350000
598	2021-12-23	50% payment in advance 50% after delivery	350000	350002	350002	350000
599	2021-12-24	\N	200000	200004	200004	200000
600	2021-12-24	100% on Delivery	350000	350004	350004	350000
601	2021-12-24	50% advance 50% after completion of order	350000	350004	350004	350000
602	2021-12-24	70% Advance 30% after completion of order	350000	350004	350004	350000
607	2021-12-24	100% payment upon delivery	350000	350004	350004	350000
637	2021-12-27	100% paymeny upon delivery	350000	350010	350010	350000
638	2021-12-23	100% payment on delivery	350000	350010	350010	350000
639	2021-12-23	100% payment upon delivery	350000	350010	350010	350000
640	2021-12-28	\N	200000	200004	200004	200000
641	2021-12-29	100% Payment upon delivery	350000	350003	350003	350000
642	2022-01-03	\N	200000	200004	200004	200000
643	2021-12-16	Required on 16th	200000	200004	200004	200000
644	2021-12-16	Required on 16,20,21,22,23	200000	200004	200004	200000
1065	2022-12-09	hhj	200000	200004	200004	200000
645	2021-12-24	Required on 24th, 27th, 28th, 29th, 30th and 31st	200000	200004	200004	200000
646	2021-12-28	Required for 28th and 29th	200000	200004	200004	200000
647	2021-12-29	Taken on 11th and 16th Dec 21	200000	200004	200004	200000
648	2022-01-06	Required on 3,4,5,6, 7,10,11,12 and 13 Jan 22	200000	200004	200004	200000
649	2022-01-11	100% payment after delivery	350000	350004	350004	350000
651	2022-01-12	100% payment upon delivery	350000	350003	350003	350000
652	2022-01-12	75% payment in advance 25% payment after delivery	350000	350003	350003	350000
655	2022-01-12	100% payment after delivery	350000	350003	350003	350000
657	2021-11-17	Hiace van for 17th Nov	200000	200004	200004	200000
658	2021-10-21	Hiace van for 21st Oct	200000	200004	200004	200000
659	2022-02-23	\N	300000	300003	300003	300000
662	2022-01-18	Required for 18, 19,20, 21, 24,25,26,27,28 and 31 Jan 22	200000	200004	200004	200000
663	2022-01-19	Required for 20, 26 and 27 Jan 22	200000	200004	200004	200000
664	2022-01-21	Total payment required after complition of project with project in charge satisfaction	350000	350004	350004	350000
665	2022-01-21	Total payment required after the complition of project with project in charge satisfaction	350000	350004	350004	350000
666	2022-02-01	total payment required after the completion of project with project in charge satisfaction	350000	350004	350004	350000
667	2022-01-24	\N	300000	300001	300001	300000
668	2022-01-31	50% Advance, 50% After completion of order	350000	350014	350014	350000
669	2022-01-31	Total payment required after the complition of project with project in charge satisfaction	350000	350004	350004	350000
671	2022-01-31	100%	350000	350014	350014	350000
672	2022-02-01	100% payment after delivery	350000	350004	350004	350000
673	2022-02-01	100% payment after delivery	350000	350014	350014	350000
