58	firm	Email	fastengineeringservices@hotmail.com
58	firm	Website	www.fes.net.pk
163	firm	Mobile	+923212768492
163	firm	Email	arsandsons@hotmail.com
35	firm	Website	www.rimsedu.co
108	firm	Landline	+922135065840
108	firm	Landline	+922135065842
108	firm	Email	sasaindustries@hotmail.com
108	firm	Website	www.sada-pak.com
68	firm	Landline	+922199245096
68	firm	Email	cosmos_engg@yahoo.com
68	firm	Email	info@cosmosengineering.com.pk
20	firm	Mobile	+923432575081
20	firm	Mobile	+923120012471
20	firm	Landline	+922136982767
100	firm	Mobile	+923327140822
100	firm	Mobile	+923166188686
100	firm	Email	muhammadtari.05@gmail.com
171	firm	Mobile	+923406093665
171	firm	Email	shahnafees08@gmail.com
174	firm	Mobile	+923348229292
174	firm	Email	total_solve@yahoo.com
177	firm	Mobile	+923002525270
177	firm	Email	mk6787953@gmail.com
52	firm	Landline	+922135381503
52	firm	Email	imran@waheedson.com
52	firm	Website	www.waheedson.com
82	firm	Mobile	+923323008436
82	firm	Email	shahidmaqboolkhan26@gmail.com
192	firm	Mobile	+923316469431
197	firm	Mobile	+923002108904
197	firm	Landline	+922136615524
197	firm	Website	www.uarentacar039.com
197	firm	Email	uarentacar039@gmail.com
193	firm	Landline	+922132428787
193	firm	Landline	+922132465350
193	firm	Website	www.industrialequipments.com.pk
193	firm	Email	info@industrialequipments.com.pk
194	firm	Mobile	+923449108919
194	firm	Mobile	+923403787292
194	firm	Email	bbassociatesonline@gmail.com
167	firm	Landline	+922135612586
167	firm	Email	faizintlTECH@faizintl.com
167	firm	Email	faizintl@faizintl.com
15	firm	Landline	+925121113153
15	firm	Email	sales@digi-mac.com
15	firm	Website	www.digi-mac.com
21	firm	Mobile	+923002138831
98	firm	Landline	++922134375706
98	firm	Email	ipreadymix@live.com
101	firm	Landline	+922132270895
101	firm	Email	info@teknika.com.pk
101	firm	Website	www.teknika.com.pk
114	firm	Landline	+922134537390
114	firm	Landline	+922134530175
115	firm	Landline	+922132432007
115	firm	Mobile	+923012119984
115	firm	Mobile	+923072812131
115	firm	Email	coreengineering85@gmail.com
123	firm	Landline	+922134179461
123	firm	Email	info@uepl.com.pk
123	firm	Website	www.uepl.com.pk
139	firm	Landline	+922134570616
139	firm	Website	www.ttservices.com.pk
139	firm	Email	tts.enterprise@technologist.com
110	firm	Landline	+923334189276
110	firm	Landline	+923012383823
110	firm	Email	info@shoven.com.pk
110	firm	Website	www.shoven.com.pk
179	firm	Mobile	+923172825384
179	firm	Email	info@hexatec.com.pk
179	firm	Website	www.hexatec.com.pk
172	firm	Landline	+922134921166
172	firm	Email	info@win-tecs.com
172	firm	Email	mbs@win-tecs.com
172	firm	Email	mail@win-tecs.com
172	firm	Website	www.win.tecs.com
207	firm	Mobile	+923460359158
207	firm	Landline	+922132733176
207	firm	Email	zkhan2270@yahoo.com
200	firm	Landline	+923215055425
200	firm	Email	Auriga.pksol@gmail.com
165	firm	Mobile	+923361249416
165	firm	Website	www.avionics-expert.com
165	firm	Email	umder@avionics-expert.com
146	firm	Landline	+922136901717
146	firm	Website	www.facebook.com
169	firm	Mobile	+923453931282
169	firm	Landline	+922134330509
169	firm	Email	info@rahatpen.com.pk
169	firm	Website	www.Rahatpen.com.pk
140	firm	Mobile	+923212182900
35	firm	Landline	+92515160993.
152	firm	Mobile	+923343635061
152	firm	Mobile	+923243247527
152	firm	Email	mhshahenerprises061@gmail.com
66	firm	Mobile	+923156070718
164	firm	Mobile	+923212768492
164	firm	Email	arsandsons@hotmail.com
33	firm	Landline	+922134331008
17	firm	Mobile	+923333887803
17	firm	Landline	+922135248532
17	firm	Email	info@electromechpk.com
17	firm	Website	www.electromechpk.com
93	firm	Website	www.r-and-d.com
146	firm	Mobile	+923172825384
34	firm	Landline	+922135061004
73	office	Mobile	+923406093665
73	office	Email	shahnafees08@gmail.com
50	firm	Landline	+922134331008
50	firm	Email	info@dts.com.pk
33	firm	Email	info@rastek.com.pk
33	firm	Website	www.rastek.pk
33	firm	Website	www.rasta.edu.pk
\.


