257	56	Scaled Patterns Justification	2022-02-14	Director Sensors	AX	UCAV/JS/19	56 A
258	13	Justification for PCs	2022-02-14	Director Sensors	J	RAV2/JS/3	13 A
264	35	Market Research Report	2022-02-16	Director NWS	B	\N	35-A/D
264	34	Financial Status	2022-02-22	Director NWS	A	\N	34-A
252	37	Financial Status	2021-12-16	Director NWS	A	\N	37-A
252	38	Market Research Report	2022-01-13	Director NWS	B	\N	38-A/D
267	68	Financial Status	2022-02-24	Director Comm	A	Nil	68-A
267	-1	Project Proposal/Digest	2019-08-20	Director Comm	C	Nil	3-A/F
267	69	Market Research Report	2022-02-24	Director Comm	B	Nil	69-A/H
269	-24	Project Proposal/Digest	2020-07-01	Director NWS	C	\N	24-A/J
269	37	Financial Status	2022-02-24	Director NWS	A	\N	37-A
269	38	Market Research Report	2022-02-24	Director NWS	B	\N	38-A/D
270	26	Financial Status	2022-02-25	Director Sensors \r\n                 (A.O.D)	N	VFD/FS/9	26A
270	27	Market Research Report	2022-02-25	Director Sensors \r\n                 (A.O.D)	P	VFD/MS/9/1-2	27A/T
270	-28	Project Proposal/Digest	2022-02-25	Director Sensors	K	INTELL/VFD/v1	19A/H
268	3	HPO ROV - II	2022-01-24	Director NWS	E	\N	3-A/B
268	4	Minute - 19	2021-07-07	DG NRDI	D	\N	4-A/H
268	2	SVDTC Proposed Doc	2022-02-24	Director NWS	F	\N	2-A/W
268	5	SVDTC Project Presentation	2022-02-18	Director NWS	C	\N	5-A/E
268	6	Market Research Report	2022-02-25	Director NWS	B	\N	6-A/D
268	7	Financial Status	2022-02-25	Director NWS	A	\N	7-A
268	1	Project Proposal/Digest	2022-01-24	Dir NWS	G	\N	1-A/J
279	16	Market Research Report	2022-03-25	Director Sensors \r\n                 (A.O.D)	L	RAV2/MS/4/1-4	16A/AX
279	15	Financial Status	2022-03-25	Director Sensors \r\n                 (A.O.D)	K	RAV2/FS/4	15A
289	2	Project Proposal/Digest	2021-10-14	Director Comm	B	Nil	2-A/D
289	3	Financial Status	2022-04-04	Director Comm	C	Nil	3-A
289	4	Market Research Report	2022-04-04	Director Comm	D	Nil	4-A/D
290	58	Financial Status	2022-04-06	Director Sensors \r\n                 (A.O.D)	AY	UCAV/FS/Pref20	58A
285	16	Market Research Report	2022-03-28	Director Sensors \r\n                 (A.O.D)	L	RAV2/MS/4/1-4	16A/AX
285	-17	Project Proposal/Digest	2021-10-22	Director Sensors \r\n                 (A.O.D)	D	INTELL/RAV2/v1	7A/C
285	15	Financial Status	2022-03-28	Director Sensors \r\n                 (A.O.D)	K	RAV2/FS/4	15A
273	11	Financial Status	2022-03-10	Director NWS	C	\N	11-A
273	12	Market Research Report	2022-03-09	Director NWS	D	\N	12-A/E
273	9	Project Proposal/Digest	2020-07-01	Director NWS	A	\N	9-A/K
273	10	Work Order-2	2021-12-06	Director R and D	B	\N	10-A/M
276	-2	SVDTC Proposed Doc	2022-02-24	Director NWS	F	\N	2-A/W
286	10	Financial Status	2022-03-28	Director Comm	A	Nil	10-A
286	11	Market Research Report	2022-03-28	Director Comm	B	Nil	11-A/Z
276	14	Financial Status	2022-03-16	Director NWS	B	\N	14-A
276	15	Market Research Report	2022-03-16	Director NWS	A	\N	15-A/D
276	-1	Project Proposal/Digest	2022-01-24	Director NWS	G	\N	1-A/K
315	37	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
290	59	Market Research Report	2022-04-06	Director Sensors \r\n                 (A.O.D)	AZ	UCAV/MS/20-2	59A/M
290	-60	Project Proposal/Digest	2021-11-11	Director Sensors	D	INTELL/UCAV/P1	36A/AE
292	1	Work Order	2021-10-28	DSMR WE	A	SMR-WE/2021/ELINT/P-2/337	1-A/H
277	41	Financial Status	2022-03-16	Director NWS	A	\N	41-A
277	42	Market Research Report	2022-03-16	Director NWS	B	\N	42-A/B
292	2	Project Proposal/Digest	2021-08-20	Director Comm	B	Nil	2-A/D
279	-17	Project Proposal/Digest	2021-10-22	Director Sensors	D	INTELL/RAV2/v1	17A/C
292	3	Financial Status	2022-04-11	Director Comm	C	Nil	3-A
283	17	Market Research Report	2022-03-22	Director NWS	C	\N	17-A/D
283	18	Financial Status	2022-03-22	Director NWS	B	\N	18-A
283	19	Project Proposal/Digest	2020-07-01	Director NWS	A	\N	19-A/K
277	-40	Project Proposal/Digest	2020-07-01	Director NWS	C	\N	40-A/K
294	-20	Project Proposal/Digest	2021-10-22	Director Sensors	D	INTELL/RAV2/v1	7A/C
292	4	Market Research Report	2022-04-11	Director Comm	D	Nil	4-A/G
293	1	Financial Status	\N	SO Admin	A	\N	A
293	2	Market Research Report	\N	SO Admin	B	\N	B
287	-52	Project Proposal/Digest	2021-12-21	Director Sensors	AS	HSTD/Proposal	43A/S
287	50	Financial Status	2022-04-01	Director Sensors \r\n                 (A.O.D)	AV	HSTD/FS/PRef19	50A
287	51	Market Research Report	2022-04-01	Director Sensors \r\n                 (A.O.D)	AW	HSTD/MS/PRef19/1-2	51A/W
288	38	Financial Status	2022-04-01	Director Sensors \r\n                 (A.O.D)	AM	MC/FS/PRef16	38A
293	3	Project Proposal/Digest	\N	\N	C	\N	C
288	-40	Project Proposal/Digest	2021-12-09	Director Sensors	AG	MC/Proposal	31A/T
293	4	CHRF Policy	2021-07-16	MD R&D	D	3160591	D
288	39	Market Research Report	2022-04-01	Director Sensors \r\n                 (A.O.D)	AN	MC/MS/PRef16/1	39A/L
289	1	Work Order	2022-02-18	DSMM	A	WO/SMM/1601/SIGMA-40/108	1-A/E
294	19	Market Research Report	2022-04-14	Director Sensors \r\n                 (A.O.D)	N	RAV2/MS/5/1-3	19A/AD
295	6	Financial Status	2022-04-18	Director Comm	A	Nil	6-A
295	7	Market Research Report	2022-04-18	Director Comm	B	Nil	7-A/D
282	4	Financial Status	\N	SO Admin	A	\N	4 A
282	5	Market Research Report	\N	SO Admin	B	\N	 5 A
282	7	CHRF Policy	2021-07-16	MD R&D	D	MD/ RDW/HR/CHRF/3160591	7 A/C
282	6	Project Proposal/Digest	2021-01-22	DSMM	C	WO/SMM/1601/VFDs/39	6 A/Q
294	18	Financial Status	2022-04-14	Director Sensors \r\n                 (A.O.D)	M	RAV2/FS/5	18A
296	22	SVDTC Proposed Doc	2022-02-24	Director NWS	B	\N	2-A/Z
296	21	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
296	23	HPO ROV-II	2022-01-24	Director NWS	C	\N	3-A/B
296	24	Minute-19	2022-07-07	Director NWS	D	\N	4-A/H
296	25	SVDTC Project Presentation	2022-03-16	Director NWS	E	\N	5-A/F
296	26	Test Tank Facilit Cost Summary	2022-03-16	Director NWS	Q	\N	21-A
296	27	Financial Status	2022-04-20	Director NWS	R	\N	22-A
296	28	Market Research Report	2022-04-19	Director NWS	S	\N	23-A/M
299	1	Work Order	2022-03-15	SMR-WE NHQ	A	SMR-WE/NRDI/SUR-17/598	1A/S
299	2	Project Proposal/Digest	2022-04-25	Director Sensors	B	INTELL/PP/SUR-17	2A/J
299	3	Financial Status	2022-04-25	Director Sensors \r\n                 (A.O.D)	C	SUR-17/FS/01	3A
299	4	Market Research Report	2022-04-25	Director Sensors \r\n                 (A.O.D)	D	SUR-17/MS/01	4A/N
302	21	Financial Status	2022-04-28	Director Sensors \r\n                 (A.O.D)	S	RAV2/FS/6	21A
308	2	Project Proposal/Digest	2022-05-13	Director Sensors	B	INTELL/HSTD II/PP/v1	A/M
302	-23	Project Proposal/Digest	2021-10-22	Director Sensors	D	INTELL/RAV2/v1	7A/C
302	22	Market Research Report	2022-04-28	Director Sensors \r\n                 (A.O.D)	T	RAV2/MS/6/1	22A/T
304	41	Financial Status	2022-04-28	Director Sensors \r\n                 (A.O.D)	AN	MC/FS/Pref17	41A
304	42	Market Research Report	2022-04-28	Director Sensors \r\n                 (A.O.D)	AP	MC/MS/Pref17/1-2	42A/T
304	-43	Project Proposal/Digest	2021-12-09	Director Sensors	AG	MC/Proposal	31A/T
306	9	Financial Status	2022-05-11	Director Comm	A	Nil	9-A
306	10	Market Research Report	2022-05-11	Director Comm	B	Nil	10-A/H
307	6	Financial Status	2022-05-12	Director Sensors \r\n                 (A.O.D)	E	SUR-17/FS/02/01	A
307	7	Market Research Report	2022-05-12	Director Sensors \r\n                 (A.O.D)	F	SUR-17/MS/01	A/E
307	-8	Project Proposal/Digest	2022-02-25	Director Sensors	B	INTELL/PP/SUR-17	A/J
308	1	Work Order	2021-11-03	NRD Division	A	NRD/404/HSTD/Phase II/270	A/N
308	3	Financial Status	2022-05-13	Director Sensors \r\n                 (A.O.D)	C	HSTD II/FS/01	A
308	4	Market Research Report	2022-05-13	Director Sensors \r\n                 (A.O.D)	D	HSTD II/MS/01/1-2	A/H
309	53	Financial Status	2022-05-13	Director Sensors \r\n                 (A.O.D)	AX	HSTD/FS/20	A
309	54	Market Research Report	2022-05-13	Director Sensors \r\n                 (A.O.D)	AY	HSTD/MS/20/01	A/E
311	36	Market Research Report	2022-05-18	Director NWS	C	\N	27-A/D
312	30	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
312	31	Min - 8	2022-02-28	Director NWS	T	\N	24-A/B
312	32	Min - 16	2022-03-16	Director NWS	U	\N	25-A/B
312	33	Financial Status	2022-05-23	Director NWS	V	\N	26-A
310	31	Financial Status	2022-05-17	Director NWS	T	\N	24-A
310	32	Market Research Report	2022-05-17	Director NWS	U	\N	25-A/D
312	34	Market Research Report	2022-05-23	Director NWS	W	\N	27-A/C
310	30	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
311	34	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
311	35	Financial Status	2022-05-18	Director NWS	B	\N	26-A
313	30	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
313	35	Market Research Report	2022-05-24	Director NWS	W	\N	27-A/P
313	33	Minute-16/N	2022-03-16	Director NWS	U	\N	25-A/E
313	32	Minute-8/N	2022-02-28	Director NWS	T	\N	24-A/G
313	34	Financial Status	2022-05-25	Director NWS	V	\N	26-A
313	31	HPO ROV-II	2022-01-24	Director NWS	C	\N	3-A/B
315	38	Minute - 16	2022-03-16	Director NWS	U	\N	25-A/E
337	42	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
315	39	Financial Status	2022-05-27	Director NWS	X	\N	29-A
315	40	Market Research Report	2022-05-27	Director NWS	Y	\N	30-A/C
316	37	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
316	39	Financial Status	2022-05-27	Director NWS	X	\N	28-A
316	40	Market Research Report	2022-05-27	Director NWS	Y	\N	29-D/F
317	37	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
317	39	Financial Status	2022-05-27	Director NWS	X	\N	28-A
317	40	Market Research Report	2022-05-27	Director NWS	Y	\N	29-G/L
318	37	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
318	38	Minute - 16/N	2022-03-16	Director NWS	U	\N	25-A/E
318	39	Financial Status	2022-05-27	Director NWS	X	\N	28-A
318	40	Market Research Report	2022-05-27	Director NWS	Y	\N	29-A/L
337	43	Financial Status	2022-07-06	Director NWS	Z	\N	30-A
321	24	Financial Status	2022-06-10	Director Sensors \r\n                 (A.O.D)	X	RAV2/FS/7	24A
321	25	Market Research Report	2022-06-10	Director Sensors \r\n                 (A.O.D)	Y	RAV2/MS/7/1-3	25A/Y
321	-26	Project Proposal/Digest	2021-10-22	Director Sensors	D	INTELL/RAV2/v1	7A/C
325	6	Financial Status	2022-06-16	Director Comm	A	Nil	6-A
325	7	Market Research Report	2022-06-16	Director Comm	B	Nil	7-A/D
326	6	Financial Status	2022-06-16	Director Comm	A	Nil	6-A
326	7	Market Research Report	2022-06-16	Director Comm	A	Nil	7-A/H
322	6	Financial Status	2022-06-16	Director Comm	A	Nil	6-A
322	7	Market Research Report	2022-06-16	Director Comm	B	Nil	7-A/H
327	87	Financial Status	2022-06-17	Director Comm	A	Nil	87-A
327	88	Market Research Report	2022-06-17	Director Comm	B	Nil	88-A/H
328	9	Financial Status	2022-06-22	Director Sensors \r\n                 (A.O.D)	G	SUR-17/FS/03	9A
328	10	Market Research Report	2022-06-22	Director Sensors \r\n                 (A.O.D)	H	SUR-17/MS/03	10A/F
328	-11	Project Proposal/Digest	2022-04-25	Director Sensors	B	INTELL/PP/SUR-17	2A/J
330	44	Financial Status	2022-06-28	Director Sensors \r\n                 (A.O.D)	AS	MC/FS/Pref18	44A
330	-46	Project Proposal/Digest	2021-12-09	Director Sensors	AG	MC/Proposal	31A/T
322	8	INSTALLATION AND INTEGRATION OF SIGMA-40 INS ONBOARD HAMZA	2022-05-13	DSMM	C	SMM/1601/SIGMA-40-248	8-A
322	9	INSTALLATION AND INTEGRATION OF SIGMA-40 INS ONBOARD HAMZA	2022-06-28	Director Comm	D	PN/NRDI/R AND D WING/03/13680734	9-A/F
330	45	Market Research Report	2022-06-28	Director Sensors \r\n                 (A.O.D)	AT	MC/MS/Pref18/1-2	45A/M
331	27	Financial Status	2022-06-28	Director Sensors \r\n                 (A.O.D)	AB	RAV2/FS/8	27A
331	28	Market Research Report	2022-06-28	Director Sensors \r\n                 (A.O.D)	AC	RAV2/MS/8/1	28 A/N
331	-29	Project Proposal/Digest	2021-10-22	Director Sensors	D	INTELL/RAV2/v1	7A/C
333	12	Financial Status	2022-07-04	Director Comm	A	Nil	12-A
333	13	Market Research Report	2022-07-04	Director Comm	A	Nil	13-A/D
332	56	Financial Status	2022-07-04	Director Sensors \r\n                 (A.O.D)	BB	HSTD/FS/21	56A
332	-58	Project Proposal/Digest	2021-12-21	Director Sensors	AS	HSTD/Proposal	43A/S
332	57	Market Research Report	2022-07-04	Director Sensors \r\n                 (A.O.D)	BC	HSTD/MS/21/1-2	57A/N
334	42	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
334	43	Financial Status	2022-07-06	Director NWS	Z	\N	30-A
335	29	Financial Status	2022-07-06	Director Sensors \r\n                 (A.O.D)	Q	VFD/FS/10	29A
335	30	Market Research Report	2022-07-06	Director Sensors \r\n                 (A.O.D)	R	VFD/MS/10/1-2	30A//N
335	-31	Project Proposal/Digest	2021-12-27	Director Sensors	K	INTELL/VFD/v1	19A/H
336	29	Financial Status	2022-07-06	Director Sensors \r\n                 (A.O.D)	Q	VFD/FS/10	29A
336	30	Market Research Report	2022-07-06	Director Sensors \r\n                 (A.O.D)	R	VFD/MS/10/1-2	30A/N
336	-31	Project Proposal/Digest	2021-12-27	Director Sensors	K	INTELL/VFD/v1	19A/H
334	44	Market Research Report	2022-07-06	Director NWS	AA	\N	31-A/S
337	44	Market Research Report	2022-07-07	Director NWS	AA	\N	31-A/E
338	1	Work Order	2021-11-30	NRD Division	A	NRD/404/DEW/Phase II/279	A/E
338	2	Project Proposal/Digest	2021-10-05	DIRECTOR SENSORS	B	NRDI/INTELL/MCDEW/2020/PROPOSAL/002	A/C
338	3	Financial Status	2022-07-20	Director Sensors \r\n                 (A.O.D)	C	DEW II/FS/01	A
338	4	Market Research Report	2022-07-20	Director Sensors \r\n                 (A.O.D)	D	DEW II/MS/01	A/N
339	6	Financial Status	2022-07-22	Director Sensors \r\n                 (A.O.D)	E	HSTD II/FS/02	6A
339	7	Market Research Report	2022-07-22	Director Sensors \r\n                 (A.O.D)	F	HSTD II/MS/02	7A/L
339	-8	Project Proposal/Digest	2022-05-13	Director Sensors	B	INTELL/HSTD II/PP/v1	2A/M
344	40	Financial Status	2022-08-05	Director NWS	C	\N	40-A
344	41	Market Research Report	2022-08-05	Director NWS	D	\N	41-A/D
345	30	Financial Status	2022-08-10	Director Sensors \r\n                 (A.O.D)	AE	RAV2/FS/9	30 A
345	-32	Project Proposal/Digest	2021-10-22	Directort Sensors	F	INTELL/RAV2/v1	9 A/AA
345	31	Market Research Report	2022-08-10	Director Sensors \r\n                 (A.O.D)	AF	RAV2/MS/9	31 A/Q
346	9	Financial Status	2022-08-11	Director Comm	A	Nil	9-A
346	-1	Project Proposal/Digest	2021-10-14	Director Comm	C	Nil	3-A
346	10	Market Research Report	2022-08-11	Director Comm	B	Nil	10-A/D
348	10	Market Research Report	2022-08-18	Director Sensors \r\n                 (A.O.D)	H	HSTD/MS/03	10A/G
347	15	Financial Status	2022-08-11	Director Comm	A	Nil	15-A
347	16	Market Research Report	2022-08-11	Director Comm	B	Nil	16-A/H
347	-1	Project Proposal/Digest	2019-08-20	Director Comm	C	Nil	3-A/D
348	9	Financial Status	2022-08-18	Director Sensors \r\n                 (A.O.D)	G	HSTD II/FS/03	9A
348	-11	Project Proposal/Digest	2022-05-13	Director Sensors	B	INTELL/HSTD II/PP/v1	2A/M
349	6	Financial Status	2022-08-22	Director Sensors \r\n                 (A.O.D)	E	DEW-II/FS/02	6A
350	46	Project Proposal/Digest	2022-01-24	Director NWS	A	\N	1-A/K
350	47	Financial Status	2022-08-22	Director NWS	AB	\N	31-A
350	48	Market Research Report	2022-08-22	Director NWS	AC	\N	32-A/G
349	7	Market Research Report	2022-08-22	Director Sensors \r\n                 (A.O.D)	F	DEW-II/MS/02	7A/M
340	1	Purchase Case	2022-09-19	Director NWS	AF	845	36-A
340	2	Market Research Report	2022-09-19	Director NWS	AG	\N	37-A/F
