2664	a.  Main cable dismantling from electric pole for dismantling of electric pole\r\nb.  Excavation for electrical pole removal area & backfilled\r\nc.   Excavation for electrical pole installation area & backfilled\r\nd.  Stone soiling with lean for electric pole installation\r\ne.  PCC filling in excavated area of electric pole for installation\r\nf.   Installation of supporting wire for pole strength\r\ng.   Main cable connections of electric pole	1	300000	7	Other
2665	Fabrication of Moveable Trolley L58" x W37" x H18" (Frame with M Channel 3" x 1.5" with base plates & 8" -04 Movable wheels with paint)	2	300000	7	Other
2829	RCC Flooring for 34 x 20 meter	1	300000	7	Other
2832	PEB Shed entrance  ramp and outer wall lean	4	300000	7	Other
10326	12.9 Grade M10 bolts	2	350000	2	Other
2831	Pump Room, Pantry and Observatory Room Tiling	3	300000	7	Other
2830	Perimeter Boundary Wall	2	300000	7	Other
2896	Portable Operator Console for Prototype ROV Test Platform	1	300000	7	Machinery / Equipment
2989	Power Cables (4400V 100A)	3	300000	7	Machinery / Equipment
7822	Video balun	1	350000	2	Other
2666	Aluminum 6061 block	1	350000	2	Other
2988	Load Resistance Pack	2	300000	7	Machinery / Equipment
2987	Capacitor Bank (400V, 1500 uF)	1	300000	7	Machinery / Equipment
145	Tapping set (Ingco)	4	350000	2	Other
2990	Circuit Breaker (160 A)	4	300000	7	Machinery / Equipment
5331	Manufacturing of skin for rear section of lab version of prototype ROV	2	300000	7	Machinery / Equipment
5329	Manufacturing of skin for front section of lab version of prototype ROV	1	300000	7	Machinery / Equipment
10420	Scanning Imaging Sonar	1	300000	7	Parts
10421	Control Board (Control System Itegration Board)	2	300000	7	Parts
4787	Processor INTEL core i-9-9900K,Motherboard:Gigabye GA Z390M,CPU cooler:MA620\nP RAM G.Skill Aegis 16 Gb DDR4,Graphic card: MSI Nvidia GTX1660 Super,SSD:512 GB, Monitor: AOC 9E1H LED monitor, Keyboard, Mouse, Power supply: Corsair CV650	19	350000	7	Office Equipment
6584	Multimeters	89	350000	7	Tools / Test Equipment
4251	512 GB SSD SATA	15	350000	7	Parts
4250	2TB HDD	14	350000	7	Parts
4249	8 GB RAM DDR3	13	350000	7	Parts
5334	Manufacturing/ fabrication of internal structure tray for mounting equipments inside pressure hull	3	300000	7	Machinery / Equipment
5566	Downward looking underwater camera (300 M rated)	2	300000	7	Machinery / Equipment
5565	Under water lights	1	300000	7	Machinery / Equipment
11888	Frieght	2	350000	3	Transport
2569	High torque motor with built in control unit & power supply	1	350000	7	Machinery / Equipment
3036	Tripod stand	44	350000	7	Other
3038	Fixtures seals	2	350000	7	Parts
3039	Load transmission coupling	3	350000	7	Parts
3037	Spare motor control unit	1	350000	7	Parts
8401	Tallies customized	56	350000	7	Parts
8400	Panel customized	55	350000	7	Other
8370	Voltage/ampere meter 32V DC	34	350000	7	Parts
8365	Power Supply 32V DC 20A	32	350000	7	Parts
8360	Power Supply 12V DC 10A	30	350000	7	Parts
8357	Digital voltage/ampere meter 220V	29	350000	7	Parts
8349	Panel box	25	350000	7	Parts
2814	HS-200-LV SENSOR BOARD 2x 10cm 10AWG	1	350000	7	Parts
2815	2-6S BEC/5.35V-3A/DF-13-4P	2	350000	7	Parts
1641	Power Cable	2	300000	2	Parts
2084	3500 PSI Cylindrical Ready Mix	1	300000	2	Other
2085	SRC BAGS (Landed)	1	300000	2	Chemicals
7615	Silicon Sealant (Water proofing)	1	300000	2	Chemicals
7616	Anti corrosion Solution	2	300000	2	Chemicals
2059	Nozzle and Temperature Sensor for P1000	1	350000	2	Parts
8527	Surgical Masks	14	350000	2	Other
8521	FR4 PCB Substrate 1ft x 1ft	8	350000	2	Other
8522	Safety Gloves	9	350000	2	Other
8523	Safety Goggles	10	350000	2	Other
8524	Safety Helmet	11	350000	2	Other
5648	Waterproof IP65 connector YU-USB3-JSX-03-100	3	350000	2	Parts
5649	Waterproof IP65 connector YF-24-C03PE-02-001	4	350000	2	Parts
5650	Waterproof IP65 connector YF-24-J03SX-02-001	5	350000	2	Parts
5652	Generator Fuel	7	350000	2	POLs
5655	Power Supply 24V 30A	10	350000	2	Parts
5656	Power cable	11	350000	2	Parts
5658	Drip set for antenna	2	350000	2	Parts
5659	29x31 and 32x32 antenna clips	3	350000	2	Parts
5660	Soldering wire 70/30mm 200g	4	350000	2	Fabrication
5661	N Type for RG58	5	350000	2	Parts
5662	Writeable CDs/DVDs	6	350000	2	Other
5663	3.5uF Capacitors	7	350000	2	Parts
5664	LiPo Battery Wire	8	350000	2	Parts
5665	Fiber washers set	9	350000	2	Parts
5666	LMR300 Cable	10	350000	2	Parts
5667	HackRF SDR USB Cable	11	350000	2	Parts
5668	Tweezer	12	350000	2	Other
5669	Iron Cutting disk	13	350000	2	Parts
5670	Heat sinks multiple sizes (local)	14	350000	2	Parts
4244	AOC 9E1H LED Monitor	8	350000	7	Parts
4243	Cougar MG120-G Casing	7	350000	7	Parts
4242	Thermaltake Litepower 650W Power Supply	6	350000	7	Parts
4496	Din Rail	24	350000	2	Other
4241	Thermaltake Riing 12 Fans	5	350000	7	Parts
4240	Gigabyte NVMe SSD 512GB	4	350000	7	Parts
4239	ADATA 8GB DDR4 2666MHz RAM	3	350000	7	Parts
4238	Gigabyte B460M DS3H Motherboard	2	350000	7	Parts
4237	Intel Core i5 10400 Processor	1	350000	7	Office Equipment
4233	X-plane	23	350000	7	Software
4225	RAM 4GB	15	350000	7	Parts
4224	HDD 1TB	14	350000	7	Parts
4223	Power supply 600 W	13	350000	7	Parts
4222	Processor i5 10th gen	12	350000	7	Parts
4221	HDD 2TB	11	350000	7	Parts
4220	SSD 500 GB	10	350000	7	Parts
4219	RAM 32 GB DDR4	9	350000	7	Parts
4218	Mouse A4 tech	8	350000	7	Office Equipment
5671	30m Cable + Exterior reel for generator	15	350000	7	Parts
3021	Pipe hose extension	29	350000	2	Parts
3023	SMA-SMA cable	31	350000	2	Parts
3024	Epoxy clear	32	350000	2	Other
3026	SS 2kg material	34	350000	2	Parts
3028	Petrol & Diesel for generator and compressor	36	350000	2	POLs
3029	Silicon Tube (ft)	37	350000	2	Other
3030	Cottan rag	38	350000	2	Other
3034	Avid Corn End Mill	42	350000	2	Other
3019	Wrapping sheet	27	350000	2	Other
3032	Die grinde tungsten pin set	40	350000	2	Parts
3018	Silicone vaccum pipe 100ft	26	350000	2	Parts
3013	Oxygen cylinder refill	22	350000	2	Other
3017	SS 5*20 Allen head screws	25	350000	2	Other
3016	Welding rod dia 12	24	350000	2	Other
3011	Spray WD40	20	350000	2	POLs
3012	Acetylene Cylinder refill	21	350000	2	Other
3014	Argon gas refill	23	350000	2	Other
3042	Suction Filter Element (C3020051)	3	350000	2	Parts
3040	Filter Elemant (H70E)	1	350000	2	Parts
5673	15x8” nylon propellers	2	350000	2	Parts
5680	JST-XH male/female connectors set	9	350000	2	Parts
5681	Battery Elimination Circuit	10	350000	2	Parts
5688	Thermal Paste	6	350000	2	Other
5697	Android Cables	2	350000	2	Parts
5698	Ethernet Cables	3	350000	2	Parts
5699	Nozzles	4	350000	2	Parts
5700	Sockets	5	350000	2	Parts
5702	BNC Male Triangle to BNC Female Adapter 	7	350000	2	Parts
5703	Patch cord BNC male to male RG59	8	350000	2	Parts
5704	Patch cord BNC male to male RG142	9	350000	2	Parts
5707	Fiber Tape	12	350000	2	Other
5708	Paper Tape	13	350000	2	Other
5709	Safety Goggles	1	350000	2	Other
5710	Safety Gloves	2	350000	2	Other
5711	Dust Mask	3	350000	2	Other
5712	Plastic Gloves Set	4	350000	2	Other
5713	Drill bits set	5	350000	2	Other
5716	Sand paper	8	350000	2	Other
5719	Cutting blades	11	350000	2	Other
5720	Brass Square Rod 18 ft.	1	350000	2	Fabrication
5721	Brass Rod 1/4, 5/16mm	2	350000	2	Fabrication
5722	Brass rod 2mm	3	350000	2	Fabrication
3041	Filter Element (P70E)	2	350000	2	Parts
8317	L type hook for hatch	8	350000	2	Parts
8179	Hobbywing 60A ESC	1	350000	2	Parts
8307	9x6 APC props	3	350000	2	Parts
8312	MDF Sheets	5	350000	2	Other
8313	German Glue	6	350000	2	Other
8315	San Ace 80 (9GV0812P1H04)	7	350000	2	Parts
8409	14 AWG wire (black)	62	350000	2	Parts
8384	Fan 220V AC 3 inch	46	350000	2	Parts
8319	SS spring loaded latch	9	350000	2	Parts
8390	Terminal block	49	350000	2	Parts
8393	Velcro	51	350000	2	Other
8395	Cable ties assorted	52	350000	2	Other
8396	Lugs assorted	53	350000	2	Other
8398	Tie tags	54	350000	2	Other
8402	ABS spool for printing	57	350000	2	Parts
8403	SMA to bulhead SMA cable	58	350000	2	Parts
8404	24 AWG wire (yellow)	59	350000	2	Parts
8383	10mm LED Panel Mount	45	350000	2	Parts
8407	24 AWG wire (red)	61	350000	2	Parts
5729	22.8 ft. Brass square pipe ½”	1	350000	2	Fabrication
5730	8.3 ft. Brass rod 3mm	2	350000	2	Fabrication
5731	4.2 ft. Brass rod 4mm	3	350000	2	Fabrication
5732	4 ft. Brass rod 5mm	4	350000	2	Fabrication
8385	Cable glands	47	350000	2	Parts
8410	14 AWG wire (red)	63	350000	2	Parts
5733	4.7 ft. Brass rod 6mm	5	350000	2	Fabrication
5737	Silver Marker 	9	350000	2	Stationary
8406	24 AWG wire (black)	60	350000	2	Parts
5822	Engine Test Bed	2	350000	7	Parts
8345	Cable Marker	23	350000	2	Other
8323	Aluminum Din rail	12	350000	2	Parts
8326	2-pole DC breaker (10A)	14	350000	2	Parts
8328	Lugs connector tubeless packets	15	350000	2	Parts
8332	Din rail Terminal block 2.5mm	16	350000	2	Parts
8335	Slotted cable duct 40x40mm	17	350000	2	Parts
8336	Vent Fan 4"	18	350000	2	Parts
8339	Vent Fan Cabinet 4"	19	350000	2	Parts
8341	2-pin Mil connector	20	350000	2	Parts
8342	8-pin Mil connector	21	350000	2	Parts
8392	Wire Mesh Assorted	50	350000	2	Parts
8322	Contactor 5kW	11	350000	2	Parts
8325	2-pole AC breaker (63A)	13	350000	2	Parts
8343	Industrial socket	22	350000	2	Parts
8374	Circuit breaker 220V AC 3A	36	350000	2	Parts
8381	GX-16 2 Pin	43	350000	2	Parts
8380	40/76 Wire Coil 2 Core	42	350000	2	Parts
8379	Emergency stop 220V AC	41	350000	2	Parts
8378	Indicator 220V AC	40	350000	2	Parts
5796	wire harness 4pin	5	350000	2	Parts
5797	wire harness 2pin	6	350000	2	Parts
5798	header 40pin	7	350000	2	Parts
5799	24V relay	8	350000	2	Parts
5801	Solder wire 60/40 100g	10	350000	2	Parts
5803	USB cable for Arduino	12	350000	2	Parts
5804	Nano cable for Arduino	13	350000	2	Parts
5805	2pin c3 fan connector	14	350000	2	Parts
5806	Fan grill for jammer	15	350000	2	Parts
5807	2.5mm 3core electrical cable 5m	16	350000	2	Parts
5808	Stickers for jammer	17	350000	2	Other
5810	Hard cover files	2	350000	2	Stationary
8377	Circuit Breaker 32V DC 5A	39	350000	2	Parts
8382	GX-16 5 Pin	44	350000	2	Parts
8375	Circuit breaker 12V DC 8A	37	350000	2	Parts
8373	Circuit breaker 220V AC 16A	35	350000	2	Parts
5858	2 part epoxy 1kg/0.8kg	1	350000	2	Fabrication
5859	250g fiber glass cloth 1m	2	350000	2	Fabrication
5860	Paint Brush	3	350000	2	Fabrication
5861	Thinner 1/2l	4	350000	2	Fabrication
5862	2” cloth tape	5	350000	2	Fabrication
5863	1” duct tape	6	350000	2	Fabrication
5865	Cable tie 6inch	8	350000	2	Other
5869	Generator Fuel	12	350000	2	POLs
5870	Copper Aluminum rod for UAVs 10ft. length	13	350000	2	Fabrication
5872	Masking Tape	15	350000	2	Stationary
5873	Mortein coils	16	350000	2	Cleaning Material
5874	Metal Rope	17	350000	2	Parts
5883	DB9 cable	1	350000	2	Parts
5884	DB9 connector	2	350000	2	Parts
5885	½ x ¾ socket	3	350000	2	Parts
5886	Heat sleeve	4	350000	2	Parts
5887	19pin Army connector	5	350000	2	Parts
5888	U Lugs small	6	350000	2	Parts
5889	U Lugs Medium	7	350000	2	Parts
5890	17wire harness 5ft.	8	350000	2	Parts
8355	Cable 2.5mm	28	350000	2	Parts
8353	Panel stand	27	350000	2	Parts
8351	Indicating Light 16mm	26	350000	2	Parts
8347	Zip Tie packet	24	350000	2	Other
5917	Nuts, Bolts, Washers	9	350000	2	Parts
5918	Nitrile Gloves	10	350000	2	Parts
8376	Circuit breaker 12 V DC 5A	38	350000	2	Parts
5919	Sanding Block	11	350000	2	Parts
5920	Paper Tape	12	350000	2	Parts
5921	Scotch Tape	13	350000	2	Parts
5923	Kevlar Fiber for in-house fuel tank (1 m^2)	15	350000	2	Parts
5924	Spring	16	350000	2	Parts
5927	Aluminum Sheet 2mm / 5mm Max. length 23” x 16”	1	350000	2	Parts
5930	Eminent Hand Sanitizers	1	350000	2	Cleaning Material
5931	Gloves pack	2	350000	2	Cleaning Material
5932	Surgical Masks box	3	350000	2	Other
5933	Gloves Plastic 100 pcs pack	4	350000	2	Cleaning Material
5934	Coveralls	5	350000	2	Other
5935	Surface Cleaner	6	350000	2	Cleaning Material
5936	Tissue boxes (Rose Petal Regular)	7	350000	2	Other
5937	Carbon fiber tube 12x10x1000mm	1	350000	2	Parts
5938	Carbon fiber tube 14x12x500mm	2	350000	2	Parts
5940	Screws and washers 	4	350000	2	Parts
5941	heat sleeve	5	350000	2	Parts
5942	Spray paint for UAV	6	350000	2	Parts
5879	Selector switch with box 	2	350000	7	Parts
5992	Gens Ace 5000mAh 3s LiPo	26	350000	2	Parts
7235	Photocopy paper rim	1	350000	2	Other
7236	Tissue box	2	350000	2	Other
7237	Tissue Roll	3	350000	2	Other
7238	Air freshener	4	350000	2	Other
7239	Minute sheets pack	5	350000	2	Other
7240	Pointers blue/black	6	350000	2	Other
7241	Highlighter red	7	350000	2	Other
7242	Highlighter yellow	8	350000	2	Other
6982	Bush Gland	9	200000	2	Other
6236	Lacquer - can	7	350000	2	Fabrication
8280	Battries 100 Ah, 12 V	2	450000	2	Other
6984	Electric Tape 	11	200000	2	Other
6985	Cable Ties 12” Packet 	12	200000	2	Other
6986	Cable Ties 8” Packet 	13	200000	2	Other
6987	Cut screws (SS) 	14	200000	2	Other
8290	Extension Board	12	450000	2	Other
8292	Solar plates	14	450000	2	Other
4098	CF Wooven Cloth 90 GSM (1 m2)	1	350000	2	Other
4099	CF Wooven Cloth 210 GSM (1 m2)	2	350000	2	Other
6927	Routers	9	200000	7	Parts
4128	SDD 512 GB	13	350000	7	Other
4100	CF Wooven Cloth 375 GSM (1 m2)	3	350000	2	Other
4101	UD CF Cloth 100 GSM (1 m2)	4	350000	2	Other
4102	UD CF Cloth 250 GSM (1 m2)	5	350000	2	Other
4103	Cured CF Sheets 1mm (500*450 mm)	6	350000	2	Other
4104	Cured CF Sheets 2mm (500*450 mm)	7	350000	2	Other
4105	Cured CF Sheets 3mm (500*450 mm)	8	350000	2	Other
4106	Kevlar (1 m2)	9	350000	2	Other
4107	Baffling Foam (30litres)	10	350000	2	Other
4108	Epoxy dispenser	11	350000	2	Other
5317	uLCD-70DT Display Modules 7" TFT LCD Touch w DIABLO16 processor	2	200000	2	Parts
6928	Data cables Roll 	10	200000	2	Other
4140	Jumpers, servo wires	12	350000	2	Other
4141	Aluminum 6061 Rail holders (640x40x85 mm), Aluminum 6061 base plate (600x293x20 mm), Aluminum 6061 Vertical Blocks (259x150x20 mm),Aluminum 6061 Load cell holders (60x60x50 mm) & Aluminum 6061 Engine-Bench mount (140x93x5 mm)	13	350000	2	Other
4142	Linear Guides 640mm length	14	350000	2	Other
4143	Fasteners	15	350000	2	Other
4147	Fuel Check Valves	19	350000	2	Other
4148	Flexible Pipes	20	350000	2	Parts
4149	S Duct Fiberglass	21	350000	2	Other
4214	Display 22" Full HD	4	350000	7	Office Equipment
4213	Tower casing	3	350000	7	Parts
4212	Mother board B460	2	350000	7	Parts
4211	Graphic card GTX 1030	1	350000	7	Parts
4210	Laptop ASUS ROG Strix G512LI, Core i7 10750H, 8GB RAM, 512 GB SSD, Nvidia 1650Ti	16	350000	7	Office Equipment
4209	Thermaltake ring 12 LED RGB case fans	15	350000	7	Parts
4208	HP P241v 23.8" Monitor	14	350000	7	Office Equipment
4207	Logitech Wireless Combo MK345	13	350000	7	Parts
4206	Cooler Master Master Liquid ML240L	12	350000	7	Parts
4205	Cougar MX-331-T casing	11	350000	7	Parts
10572	Housing	4	450000	7	Parts
4204	Cooler Master MWE Gold 750W Power Supply	10	350000	7	Parts
4203	Network Card TPLink TL-WN881ND	9	350000	7	Parts
4202	Gigabyte B550 AORUS Elite V2 Motherboard	8	350000	7	Parts
4200	ZOTAC Gaming GeForce RTX 2060 Graphics Card	6	350000	7	Parts
4199	Seagate BarraCuda ST100DM010 1TB HDD	5	350000	7	Parts
7744	Notice Board Fabrication & Installation 2'x3'	3	160000	2	Other
7713	Commode Drain	6	160000	2	Other
7712	Taps for wash Basin	5	160000	2	Other
7745	Notice Board Fabrication & Installation 1'x1'	4	160000	2	Other
7662	Laser Pointer	24	160000	2	Other
7659	Insulation Tape	22	160000	2	Other
7657	Measuring Tape	21	160000	2	Other
7711	Taps for toilets	4	160000	2	Other
7742	Notice Board 2'x3' Designing	1	160000	2	Other
7743	Notice Board 1'x1' Designing	2	160000	2	Other
8247	Door Threshold (Sill) 9x3.5 foot with divider. 18-gauge sheet.	1	160000	2	Other
6994	Cement /Sand 	21	200000	2	Building Material
6991	PVC sealing tapes 	18	200000	2	Other
6993	Chisel Hammer 	20	200000	2	Tools
6990	Drilling machine with bits 	17	200000	2	Tools
6992	Heat Gun 	19	200000	2	Tools
4198	Gigabyte NVMe SSD 512GB	4	350000	7	Parts
4197	G Skill TridentZ RGB 16GB DDR4 RAM	3	350000	7	Parts
4196	Gigabyte Z490 AORUS Elite Motherboard	2	350000	7	Parts
4195	Intel i7 10700 Processor	1	350000	7	Office Equipment
4179	Buffing Machine(Buffing Machine Compound)	14	350000	7	Other
6976	Toolkit (Electronic)	3	200000	2	Other
4227	Sanitization material for lab	17	350000	2	Cleaning Material
4231	CF Woven	21	350000	2	Other
4232	Wegstr CNC Bits	22	350000	2	Other
4236	DXZ Limit Switch	26	350000	2	Other
4256	Aluminium Disk Al 6061 T4 24mm radius and 10 mm thickness	20	350000	2	Other
4257	Aluminum Sheet Al 6061 T4 86.36 x 43.18 mm, sheet thickness 2mm & 125mm length	21	350000	2	Other
4263	Al 1050 flanges for adapters	1	350000	2	Parts
4265	Panel mount N-connector	3	350000	2	Other
4266	heat sink 100W copper billet & machining work	4	350000	2	Other
4272	Adapter N(F) - N(F)	10	350000	2	Other
4273	Adapter N(M) - N(M)	11	350000	2	Other
6084	Grinder with plates	5	350000	7	Parts
6083	HDMI Cable	4	350000	7	Parts
6092	Name plates for Labs	13	350000	7	Office Equipment
6107	Spinner 	11	350000	7	Tools / Test Equipment
6132	USB 16 GB	23	350000	7	Office Equipment
6974	Heat shrink Sleeves (32mm)                                                                                     	1	200000	2	Other
6975	Heat shrink Sleeves (22mm)                                                                                     	2	200000	2	Other
6977	2” Dia PVC Pipe	4	200000	2	Other
6978	Elbows (2”)	5	200000	2	Other
6979	Clamps (2”)	6	200000	2	Other
6981	Coupling Socket (2”)	8	200000	2	Other
6983	PVC Solution (0.5 kg)	10	200000	2	Chemicals
6094	Mechanical Vias	15	350000	2	Parts
6105	Landing gear springs	9	350000	2	Parts
6106	Rawal bolts	10	350000	2	Parts
6108	Gasket disc	12	350000	2	Parts
6110	RF Power LDMOS Transistor, 136-941 MHz, 7 W, 7.5 V	1	350000	2	Parts
6111	Coaxial Connectors SMA, Edge Mount	2	350000	2	Parts
6112	Ferrite Beads 30ohms 6A 10mOhms 0805 Ferrite Chip	3	350000	2	Parts
6113	100pF Capacitor	4	350000	2	Parts
6114	8.2pF Capacitor	5	350000	2	Parts
6115	36pF Capacitor	6	350000	2	Parts
6116	27pF Capacitor	7	350000	2	Parts
6117	1uF Capacitor	8	350000	2	Parts
6118	0.01uF Capacitor	9	350000	2	Parts
6119	18pF Capacitor	10	350000	2	Parts
6120	9.1pF Capacitor	11	350000	2	Parts
6121	240pF Capacitor	12	350000	2	Parts
6122	2.2uF Capacitor	13	350000	2	Parts
6142	Padestal fan large	33	350000	7	Office Equipment
6133	Portable HDD 1 TB	24	350000	7	Office Equipment
6131	USB 64 GB	22	350000	7	Office Equipment
6109	Master Offisys Chairs Aura LBC  	1	350000	7	Office Equipment
6103	Spray gun	7	350000	7	Parts
10535	Petrol	20	350000	2	POL
4314	Digital screen vernier caliper	52	350000	7	Tools / Test Equipment
4320	Soldering iron 30W	2	350000	7	Tools / Test Equipment
4216	CPU cooler	6	350000	7	Parts
6123	4.7uF Capacitor	14	350000	2	Parts
6124	0.01uF Capacitor	15	350000	2	Parts
6167	Coveralls	58	350000	2	Other
6168	Fire extinguisher metallic buckets	59	350000	2	Other
6169	red paint	60	350000	2	Other
6174	M2 x 12mm LN nuts	2	350000	2	Parts
6175	M2 x 12mm LN bolts	3	350000	2	Parts
6182	Spray paints for casing and UAV	10	350000	2	Fabrication
6187	Nuts and bolts mix	15	350000	2	Parts
6189	Jumper wires m-m	17	350000	2	Parts
6190	Jumper wires m-f	18	350000	2	Parts
6988	Wooden Sticks 	15	200000	2	Other
6191	Jumper wires f-f	19	350000	2	Parts
6192	40pin header strip (m&f)	20	350000	2	Parts
6197	LMR-400 LLPX (3m)	25	350000	2	Parts
6198	GPS Receiver Module	26	350000	2	Parts
6233	Gel coat - kg	4	350000	2	Fabrication
6234	Polyester (2 parts) - kg	5	350000	2	Fabrication
6235	Thinner - ltr	6	350000	2	Fabrication
6237	Wooden frame piece	8	350000	2	Fabrication
6238	polycate box	9	350000	2	Fabrication
6239	waxing cloth	10	350000	2	Fabrication
6241	nitrile gloves pack	12	350000	2	Fabrication
6242	grey paint	13	350000	2	Fabrication
6246	nuts and bolts	17	350000	2	Parts
6249	Plastic propellers & dampers (pair)	20	350000	2	Parts
6250	UBEC 5V, 3A	21	350000	2	Parts
6258	GensAce 3S 5000mAh	29	350000	2	Parts
8299	IC 7400	1	450000	2	Other
8344	JFT Transistor 2N5484/2N5486	18	450000	2	Other
8348	Zener Diode 9V,12V  1/2 Watt	20	450000	2	Other
8350	BJT Transistor C1383	21	450000	2	Other
8352	SCR (400V,5A)(BT 151,600R)	22	450000	2	Other
8354	TRIAC (400V,5A)(BT 151,600E)	23	450000	2	Other
6324	Power supply 15V 10A for field testing	7	350000	7	Tools / Test Equipment
6333	DJI Screen Attachment	1	350000	7	Parts
6285	Microscope	1	350000	7	Tools / Test Equipment
6290	First Aid Box with medicines	6	350000	7	Other
6287	Iron	3	350000	7	Machinery/Equipment
6267	Vernier Caliper	1	350000	7	Tools / Test Equipment
6268	Fine Cutter x2	2	350000	7	Tools / Test Equipment
6254	150A watt meter and power analyzer (local)	25	350000	7	Tools / Test Equipment
6253	LiPo battery charger	24	350000	7	Tools / Test Equipment
6255	Hotrc battery tester	26	350000	7	Tools / Test Equipment
6334	Propeller guards set for DJI	2	350000	2	Parts
6335	Extra DJI Phantom Battery	3	350000	2	Parts
6336	DB9 connectors (PCB Mount)	1	350000	2	Parts
6337	DB9 Cable M/F 1.5m and 3m	2	350000	2	Parts
6338	USB to RS232 Adapter	3	350000	2	Parts
6339	Terminal Blocks 2/pin	4	350000	2	Parts
6340	Max232 Module	5	350000	2	Parts
6341	Arduino Nano	6	350000	2	Parts
6342	AA Cells	7	350000	2	Parts
6343	Screws and Washers	8	350000	2	Parts
6345	Soldering Wire Roll	10	350000	2	Fabrication
6346	6x6 Fiber PCB Board	11	350000	2	Fabrication
6347	FeCl for etching PCB	12	350000	2	Fabrication
6348	Cling Film 	13	350000	2	Other
9129	DC convertor	6	350000	7	Parts
6353	Generator Fuel for trials 	18	350000	2	POLs
6354	16AWG High Quality silicon black and red wires 	19	350000	2	Parts
6355	Bullet connectors	20	350000	2	Parts
6358	Arduino ATMega Microcontroller	1	350000	2	Parts
6359	Male & Female Headers	2	350000	2	Parts
6360	Teflon Spacers	3	350000	2	Parts
6361	Push coils	4	350000	2	Parts
6362	RS232 to TTL Adapters	5	350000	2	Parts
6363	6x12 Fiber PCB Board	6	350000	2	Parts
6364	FeCl packs for etching	7	350000	2	Parts
6365	Drill bits	8	350000	2	Fabrication
6366	Drill bit Holder	9	350000	2	Fabrication
6371	220V Switches	14	350000	2	Parts
6372	2 Pin Plugs	15	350000	2	Parts
6357	12V 60Ah Battery \n(with one month warranty)	1	350000	2	Parts
7243	Correction pen	9	350000	2	Other
7244	Ball point blue/black pack	10	350000	2	Other
