6	300003	Milestone	Submission of Design of the Prototype ROV GUI Console	\N	\N	2022-07-01	2022-06-28	\N	\N	\N	Completed	\N	80
7	300003	Milestone	Preliminary Lab Trials of the Prototype ROV	\N	\N	2023-01-01	2022-12-27	\N	\N	\N	Completed	\N	81
1	200013	Milestone	Submission of Global Project Plan	\N	\N	2023-06-15	2024-07-04	\N	\N	\N	Completed	\N	34
2	200013	Milestone	Acceptance of Comprehensive System Design	\N	\N	2023-09-15	2024-10-25	\N	\N	\N	Completed	\N	35
3	200013	Milestone	Acceptance of MMI	\N	\N	2023-11-30	2024-10-25	\N	\N	\N	Completed	\N	36
1	300004	Milestone	Acceptance of Work Order	\N	\N	\N	\N	\N	\N	\N	Not started	\N	82
5	200003	Physical	Final Acceptance	\N	\N	2023-09-30	2023-10-31	\N	\N	\N	Completed	\N	9
5	200004	Physical	Acceptance by PN	\N	\N	2021-11-30	\N	\N	\N	\N	In progress	\N	15
5	200006	Physical	Warranty	8000000	\N	2023-07-31	\N	\N	\N	\N	In progress	\N	21
5	200007	Physical	Completion of Warranty	\N	\N	2024-05-21	\N	\N	\N	\N	In progress	\N	26
5	200008	Physical	Warranty	500000	\N	2023-06-21	\N	\N	\N	\N	Not started	\N	31
5	250001	Physical	Crowd Detection	\N	\N	2018-12-15	2018-12-15	\N	\N	\N	Completed	\N	51
5	250002	Physical	Submission of VRC Phase-I completion report	400000	\N	\N	\N	\N	\N	\N	Not started	\N	60
5	200013	Physical	SATs	\N	\N	2023-10-06	\N	\N	\N	\N	Not started	\N	38
5	250003	Physical	Release of GUI dashboard	\N	\N	\N	\N	\N	\N	\N	Not started	\N	65
5	300001	Physical	Submission of Final Design, experiments/ lab trials/ simulation results	\N	\N	2021-05-09	2021-05-07	\N	\N	\N	Completed	\N	74
5	300003	Physical	Submission of Design of the ROV Development & Testing Facility	\N	\N	2022-05-01	2022-04-28	\N	\N	\N	Completed	\N	79
2	300004	Milestone	Submission of Project Plan	\N	\N	\N	\N	\N	\N	\N	Not started	\N	83
3	300004	Milestone	Submission of Hardware Purchase Order	\N	\N	\N	\N	\N	\N	\N	Not started	\N	84
6	300004	Milestone	Submission of Final Design, Experiments/ Lab Trials/ Simulation Results	\N	\N	\N	\N	\N	\N	\N	Not started	\N	87
1	350002	Milestone	PoC of jamming	\N	\N	2019-02-28	2019-02-28	\N	\N	\N	Completed	\N	94
2	350002	Milestone	Installation at Naval Air Station (NAS), TURBAT	\N	\N	2019-08-29	2019-08-31	\N	\N	\N	Completed	\N	95
3	350002	Milestone	PoC of Static Spoofing	\N	\N	2019-08-30	2019-08-31	\N	\N	\N	Completed	\N	96
6	350002	Milestone	Reactive Jamming (Eagle Hunt-02)	\N	\N	2020-02-15	2020-06-30	\N	\N	\N	Completed	\N	99
7	350002	Milestone	PoC of 3D Dynamic Spoofing	\N	\N	2020-03-31	2020-03-31	\N	\N	\N	Completed	\N	100
8	350002	Milestone	Final Spoofing Trials (Eagle Hunt-03)	\N	\N	2020-05-31	2020-11-13	\N	\N	\N	Completed	\N	101
9	350002	Milestone	Complete Solution in Container & Product Handover	\N	\N	2020-07-30	2022-03-30	\N	\N	\N	Completed	\N	102
1	350003	Milestone	Acceptance of Work Order	\N	\N	2020-07-12	2020-07-12	\N	\N	\N	Completed	\N	103
2	350003	Milestone	Submission of Global Project Plan	\N	\N	2020-08-31	2020-08-31	\N	\N	\N	Completed	\N	104
3	350003	Milestone	Submission of Hardware purchase order for lab development	\N	\N	2020-09-30	2020-09-22	\N	\N	\N	Completed	\N	105
6	350003	Milestone	Submission of \r\n(a) Final Design \r\n(b) Report of Power Combining of two 1 KW commercial magnetrons \r\n(c) Research plan for next stage\r\n(d) Physical inspection of delivered stores/items	\N	\N	2021-07-31	2021-07-30	\N	\N	\N	Completed	\N	108
1	350004	Milestone	Acceptance of Work Order	\N	\N	2020-07-12	2020-07-07	\N	\N	\N	Completed	\N	109
2	350004	Milestone	Submission of Project Plan	\N	\N	2020-08-31	2020-08-30	\N	\N	\N	Completed	\N	110
3	350004	Milestone	Submission of  Purchase Order	\N	\N	2020-09-30	2020-09-22	\N	\N	\N	Completed	\N	111
6	350004	Milestone	Submission of Final Design of MALE UCAV and physical inspection of delivered stores/ items	\N	\N	2021-07-31	2021-07-30	\N	\N	\N	Completed	\N	114
7	350004	Milestone	Acceptance of WO 2	\N	\N	2021-08-01	\N	\N	\N	\N	Awaited	\N	115
8	350004	Milestone	Submission of Project Plan	\N	\N	2021-09-01	\N	\N	\N	\N	Not started	\N	116
9	350004	Milestone	Submission of Hardare/ Deliverable purchase order for raw material and partial avionics	\N	\N	2021-10-01	\N	\N	\N	\N	Not started	\N	117
10	350004	Milestone	Engine Test Bed Design	\N	\N	2021-11-01	\N	\N	\N	\N	Not started	\N	118
11	350004	Milestone	Avionics Test Bed Design	\N	\N	2021-11-01	\N	\N	\N	\N	Not started	\N	119
12	350004	Milestone	Material Testing Initiation for Airframe Manufacturing	\N	\N	2021-11-01	\N	\N	\N	\N	Not started	\N	120
13	350004	Milestone	Initiation of Airframe Manufacturing	\N	\N	2022-02-01	\N	\N	\N	\N	Not started	\N	121
14	350004	Milestone	Engine testing	\N	\N	2022-04-01	\N	\N	\N	\N	Not started	\N	122
15	350004	Milestone	Initiation of Bench testing of partial avionics components - Initiation of development of ICDs	\N	\N	2022-05-01	\N	\N	\N	\N	Not started	\N	123
16	350004	Milestone	Bench Testing of Partial Avionics, test sheet submission, inspection of acquired items/ stores	\N	\N	2022-07-01	\N	\N	\N	\N	Not started	\N	124
17	350004	Milestone	Manufacturing of airframe components and plans for wind tunnel	\N	\N	2022-07-31	\N	\N	\N	\N	Not started	\N	125
0	350005	Milestone	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	126
1	350005	Milestone	Acceptance of Work Order	\N	\N	2020-07-30	2020-07-11	\N	\N	\N	Completed	\N	127
2	350005	Milestone	Submission of Project Plan	\N	\N	2020-08-31	2020-07-31	\N	\N	\N	Completed	\N	128
7	250003	Milestone	Delivery of VR based STLT simulator, system deployment, testing & evaluation, submission of user manuals, acceptance trials, user training and deliverables	\N	\N	\N	\N	\N	\N	\N	Not started	\N	67
8	250003	Milestone	Acceptance of STLT system and submission of completion report	\N	\N	\N	\N	\N	\N	\N	Not started	\N	68
9	250003	Milestone	Completion of warranty period	\N	\N	\N	\N	\N	\N	\N	Not started	\N	69
3	350005	Milestone	Submission of Purchase Order	\N	\N	2020-09-30	2020-09-22	\N	\N	\N	Completed	\N	129
6	350005	Milestone	Submission of Final Design	\N	\N	2021-01-31	2021-01-20	\N	\N	\N	Completed	\N	132
7	350005	Milestone	Delivery of Prototype High Speed Target Drone\r\nand physical inspection of delivered stores/ items	\N	\N	2021-07-31	2021-07-30	\N	\N	\N	Completed	\N	133
8	350005	Milestone	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	134
10	350005	Milestone	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	136
11	350005	Milestone	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	137
12	350005	Milestone	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	138
13	350005	Milestone	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	139
14	350005	Milestone	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	140
1	350006	Milestone	Acceptance of Work order	\N	\N	2021-12-15	2021-12-15	\N	\N	\N	Completed	\N	141
2	350006	Milestone	Submission of Phase II Project Plan	\N	\N	2022-01-15	2022-04-15	\N	\N	\N	Completed	\N	142
3	350006	Milestone	Submission of Design Engineering Study	\N	\N	2022-02-15	2022-02-15	\N	\N	\N	Completed	\N	143
6	350006	Milestone	Handling over of Documentation / ILS	\N	\N	2022-05-15	2022-06-16	\N	\N	\N	Completed	\N	146
7	350006	Milestone	Conduct of Aerial Test in lines with mutually agreed ATPs	\N	\N	2022-06-15	\N	\N	\N	\N	Not started	\N	147
1	350009	Milestone	Issuance of work order	\N	\N	2020-06-01	2020-06-01	\N	\N	\N	Completed	\N	148
2	350009	Milestone	Submission of Project Management Plan (PMP)	\N	\N	2020-06-15	2020-06-15	\N	\N	\N	Completed	\N	149
3	350009	Milestone	Submission of System Design  Document	\N	\N	2020-07-30	2020-07-30	\N	\N	\N	Completed	\N	150
6	350009	Milestone	Delivery of batch-II (3 to 5 systems)	\N	\N	2021-02-28	2021-02-27	\N	\N	\N	Completed	\N	153
7	350009	Milestone	Delivery of Third  batch-III (complete 10 systems)	\N	\N	2021-05-31	2021-05-31	\N	\N	\N	Completed	\N	154
1	350021	Milestone	Work Order Effective Date	\N	\N	2023-03-01	2023-03-01	\N	\N	\N	Completed	\N	226
5	300004	Physical	Submission of Critical Design	\N	\N	\N	\N	\N	\N	\N	Not started	\N	86
5	350002	Physical	PoC of 2D Dynamic Spoofing	\N	\N	2019-11-30	2019-11-30	\N	\N	\N	Completed	\N	98
5	350003	Physical	Submission of critical design	\N	\N	2020-11-30	2020-11-27	\N	\N	\N	Completed	\N	107
5	350004	Physical	Submission of (critical) design	\N	\N	2020-11-30	2020-11-27	\N	\N	\N	Completed	\N	113
5	350005	Physical	Submission of critical design	\N	\N	2020-11-30	2020-11-27	\N	\N	\N	Completed	\N	131
5	350006	Physical	Conduct of Ground Test in lines with mutually agreed ATPs	\N	\N	2022-04-15	2022-10-24	\N	\N	\N	Completed	\N	145
5	350009	Physical	Delivery of batch-I (3 to 5 systems)	\N	\N	2020-09-30	2020-09-29	\N	\N	\N	Completed	\N	152
8	350009	Milestone	Conduct of training, provision of complete documentation and ILS package data	\N	\N	2021-06-30	2021-07-09	\N	\N	\N	Completed	\N	155
9	350009	Milestone	Completion of warranty period	\N	\N	2022-05-31	2022-05-30	\N	\N	\N	Completed	\N	156
1	350010	Milestone	Acceptance of Work Order	\N	\N	2021-02-01	2021-02-02	\N	\N	\N	Completed	\N	157
2	350010	Milestone	Submission of Project Plan	\N	\N	2021-02-01	2021-03-03	\N	\N	\N	Completed	\N	158
3	350010	Milestone	Submission of Design Engineering Study	\N	\N	2021-03-30	2021-03-29	\N	\N	\N	Completed	\N	159
6	350010	Milestone	(1) Acceptance / Project Completion Certificate              (2) Documentations i.a.w clause-21 of Annex A to work order	\N	\N	2022-04-01	2022-07-28	\N	\N	\N	Completed	\N	162
7	350010	Milestone	Warranty Completion	\N	\N	2023-07-29	2023-07-29	\N	\N	\N	Completed	\N	163
1	350011	Activity	Issuance of Work order	\N	2021-04-15	\N	\N	0	\N	\N	In progress	\N	164
2	350011	Activity	Submission of Project Plan	\N	2021-05-15	\N	\N	0	\N	\N	Not started	\N	165
3	350011	Activity	Submission of Design Engineering Study	\N	2021-06-15	\N	\N	0	\N	\N	Not started	\N	166
6	350011	Activity	Delivery of POC-02	\N	2022-08-15	\N	\N	0	\N	\N	Not started	\N	169
1	350012	Activity	Issuance of Work order	\N	2021-06-10	\N	2021-06-10	100	\N	\N	Completed	\N	170
2	350012	Activity	Submission of Project Plan	\N	2021-07-10	\N	2021-07-09	100	\N	\N	Completed	\N	171
3	350012	Activity	Submission of Finalized Case Study	\N	2021-09-10	\N	2021-09-06	100	\N	\N	Completed	\N	172
6	350012	Activity	Validation of Framework and Development of GUI	\N	2022-03-10	\N	2023-07-05	100	\N	\N	Completed	\N	175
7	350012	Activity	Training of PN Personnel	\N	2023-07-10	\N	2023-10-23	100	\N	\N	Completed	\N	176
8	350012	Activity	Acceptance of System Documentation	\N	2023-07-10	\N	\N	0	\N	\N	In progress	\N	177
1	350013	Milestone	Issuance of Work Order.	\N	\N	2020-04-30	2020-04-30	\N	\N	\N	Completed	\N	179
2	350013	Milestone	Submission of Project Plan	\N	\N	2020-05-31	2020-04-30	\N	\N	\N	Completed	\N	180
3	350013	Milestone	Submission of SDD (System Design Documents) including Hardware List	\N	\N	2020-06-30	2020-04-30	\N	\N	\N	Completed	\N	181
6	350013	Milestone	Los VTS trials onboard ship through Video Streaming Server (VSS)	\N	\N	2021-02-08	2020-12-30	\N	\N	\N	Completed	\N	184
7	350013	Milestone	Receipt and FATs of 2nd Batch of equipment (01 x TX, 02 x RX, 01x GT&RS and 01 xLoS VTS Vans Development)	\N	\N	2022-03-08	2022-03-07	\N	\N	\N	Completed	\N	185
8	350013	Milestone	Land approval for GT&RS	\N	\N	2022-06-07	2022-12-13	\N	\N	\N	Completed	\N	186
9	350013	Milestone	Completion of Warranty Period (1st Batch)	\N	\N	2021-12-30	2021-12-30	\N	\N	\N	Completed	\N	187
10	350013	Milestone	Receipt and FATs of 3rd Batch of equipment (02 x TX, 03 x RX, 02 x GT&RS and 01 x LoS VTS Vans Development) and installation of all systems	\N	\N	2022-06-07	2022-06-03	\N	\N	\N	Completed	\N	188
11	350013	Milestone	Construction of 03 x GT&RS	\N	\N	2022-12-08	2023-06-02	\N	\N	\N	Completed	\N	189
12	350013	Milestone	Completion of Warranty Period (2nd Batch)	\N	\N	2023-03-08	2023-03-01	\N	\N	\N	Completed	\N	190
13	350013	Milestone	Installation & ATPs of Complete System	\N	\N	2023-02-08	2023-07-31	\N	\N	\N	Completed	\N	191
14	350013	Milestone	Completion of Warranty Period (3rd Batch)	\N	\N	2023-06-07	2023-06-03	\N	\N	\N	Completed	\N	192
1	350014	Milestone	Acceptance of Work Order	\N	\N	2021-08-15	2021-08-14	\N	\N	\N	Completed	\N	193
2	350014	Milestone	Submission of Project Plan	\N	\N	2021-09-15	2021-09-14	\N	\N	\N	Completed	\N	194
3	350014	Milestone	Submission of Design Engineering Study	\N	\N	2021-10-15	2021-10-14	\N	\N	\N	Completed	\N	195
6	350014	Milestone	Lab & Field trials	\N	\N	2022-08-15	2022-10-29	\N	\N	\N	Completed	\N	198
7	350014	Milestone	Warranty	\N	\N	2023-08-14	2023-08-15	\N	\N	\N	Completed	\N	199
1	350015	Milestone	Acceptance of Work Order	\N	\N	2021-12-15	2021-12-15	\N	\N	\N	Completed	\N	200
2	350015	Milestone	Submission of Project Plan Stage-II	\N	\N	2022-01-15	2022-01-15	\N	\N	\N	Completed	\N	201
3	350015	Milestone	Submission of hardware purchase order for Experimental Components for Magnetron Combination\r\n\r\npurchase order for Experimental Components for Magnetron Combination\r\n\r\npurchase order for Experimental Components for Magnetron Combination	\N	\N	2022-02-15	2022-02-15	\N	\N	\N	Completed	\N	202
6	350015	Milestone	Submission of experiment Report of FPGA based implementation of control loops for injection locking of single magnetron	\N	\N	2022-06-15	2022-06-30	\N	\N	\N	Completed	\N	205
7	350015	Milestone	(a)\tSubmission of experiment Report of FPGA based implementation of control loops for injection locking of two magnetron\r\n(b) Physical inspection of delivered stores/items\r\n\tPhysical inspection of delivered stores/ items	\N	\N	2022-08-15	2022-08-22	\N	\N	\N	Completed	\N	206
1	350019	Milestone	Work Order Effective Date	\N	\N	2023-03-01	2023-03-01	\N	\N	\N	Completed	\N	213
2	350019	Milestone	Submission of Global Project Plan	\N	\N	2023-03-01	2023-04-01	\N	\N	\N	Completed	\N	214
3	350019	Milestone	Submission of Degradation Report	\N	\N	2023-05-01	2023-05-02	\N	\N	\N	Completed	\N	215
7	350019	Milestone	Field testing with LUNA Ground Station	\N	\N	2024-03-01	\N	\N	\N	\N	Not started	\N	219
1	350020	Milestone	Work Order Effective Date	\N	\N	2023-03-01	2023-03-01	\N	\N	\N	Completed	\N	220
2	350020	Milestone	Submission of Global Project Plan	\N	\N	2023-03-01	2023-04-01	\N	\N	\N	Completed	\N	221
6	350019	Milestone	Submission of Documentation	\N	\N	2024-02-01	2024-02-01	\N	\N	\N	Completed	\N	218
3	350020	Milestone	Submission of Design Engineering Study	\N	\N	2023-05-01	2023-05-02	\N	\N	\N	Completed	\N	222
5	350010	Physical	Acceptance of FATs	\N	\N	2022-02-01	2021-12-31	\N	\N	\N	Completed	\N	161
5	350011	Physical	Delivery of POC-01	\N	2021-12-15	\N	\N	0	\N	\N	Not started	\N	168
5	350012	Physical	Implementation of RUL Prediction Algorithms on historical database	\N	2022-01-10	\N	2022-01-07	100	\N	\N	Completed	\N	174
5	350013	Physical	ATPs /Commissioning of 1st Batch of equipment (02 x TX, 02 x RX, 01 x GTRS and 01 x LoS VTS Vans Development)	\N	\N	2021-01-08	2020-12-08	\N	\N	\N	Completed	\N	183
5	350014	Physical	Hardware Lab Assembly	\N	\N	2022-05-15	2022-05-13	\N	\N	\N	Completed	\N	197
5	350015	Physical	Submission of Design of feedback control systems  for power combining of two  injection locked magnetrons	\N	\N	2022-05-15	2022-05-13	\N	\N	\N	Completed	\N	204
2	350021	Milestone	Submission of Project Plan	\N	\N	2023-03-01	2023-03-06	\N	\N	\N	Completed	\N	227
3	350021	Milestone	Submission of Digital Video Link Design Report	\N	\N	2023-09-01	2023-08-30	\N	\N	\N	Completed	\N	228
6	350021	Milestone	Installation & Field Testing	\N	\N	2024-03-01	\N	\N	\N	\N	Not started	\N	231
1	350022	Milestone	Work Order Effective Date	\N	\N	2023-03-01	2023-03-01	\N	\N	\N	Completed	\N	232
2	350022	Milestone	Submission of Global Project Plan	\N	\N	2023-03-01	2023-03-15	\N	\N	\N	Completed	\N	233
3	350022	Milestone	Hardware Purchase Order	\N	\N	2023-03-31	2023-03-31	\N	\N	\N	Completed	\N	234
6	350022	Milestone	Final Testing & Field Trials of 1st prototype	\N	\N	2023-05-31	2023-08-30	\N	\N	\N	Completed	\N	237
7	350022	Milestone	Delivery of 03 additional dish antennas	\N	\N	2023-06-30	2023-09-07	\N	\N	\N	Completed	\N	238
8	350022	Milestone	Warranty Expires	\N	\N	2024-06-29	\N	\N	\N	\N	In progress	\N	239
1	350023	Milestone	Work Order Effective Date	\N	\N	2023-03-01	2023-03-01	\N	\N	\N	Completed	\N	240
2	350023	Milestone	Submission of Global Project Plan	\N	\N	2023-03-01	2023-03-06	\N	\N	\N	Completed	\N	241
3	350023	Milestone	Hardware Purchase Order	\N	\N	2023-05-01	2023-05-02	\N	\N	\N	Completed	\N	242
6	350023	Milestone	Installation & Field Testing	\N	\N	2023-09-01	\N	\N	\N	\N	In progress	\N	245
7	350023	Milestone	Warranty	\N	\N	2024-08-31	\N	\N	\N	\N	Not started	\N	246
1	350024	Milestone	Work Order Effective Date	\N	\N	2023-04-01	2023-04-01	\N	\N	\N	Completed	\N	247
2	350024	Milestone	Submission of Project Plan & List of Deliverables	\N	\N	2023-05-01	2023-04-15	\N	\N	\N	Completed	\N	248
6	350024	Milestone	Delivery of Radome with Base	\N	\N	2023-06-30	2023-07-03	\N	\N	\N	Completed	\N	250
8	350024	Milestone	Acceptance of System	\N	\N	2023-07-30	2023-10-03	\N	\N	\N	Completed	\N	251
9	350024	Milestone	Warranty Completion	\N	\N	2025-07-30	\N	\N	\N	\N	\N	\N	252
1	350025	Milestone	Work order effective date	\N	\N	2023-06-01	2023-06-01	\N	\N	\N	Completed	\N	253
2	350025	Milestone	Submission of Project Plan	\N	\N	2023-07-01	2023-06-05	\N	\N	\N	Completed	\N	254
3	350025	Milestone	Ordering of Hardware for development of TWT	\N	\N	2023-09-01	2023-06-27	\N	\N	\N	Completed	\N	255
7	350025	Milestone	Physical Inspection of stores related to TWT components	\N	\N	2024-09-01	\N	\N	\N	\N	Not started	\N	259
8	350025	Milestone	Field testing of developed TWT	\N	\N	2024-12-01	\N	\N	\N	\N	Not started	\N	260
9	350025	Milestone	Warranty	\N	\N	2025-09-01	\N	\N	\N	\N	Not started	\N	261
1	350026	Milestone	Acceptance of Work Order	\N	\N	\N	2023-06-01	\N	\N	\N	Completed	\N	262
2	350026	Milestone	Submission of Global Project Plan	\N	\N	\N	2023-07-07	\N	\N	\N	Completed	\N	263
3	350026	Milestone	Preliminary Design Report	\N	\N	\N	2023-06-16	\N	\N	\N	Completed	\N	264
8	350026	Milestone	Detailed report and way forward	\N	\N	\N	\N	\N	\N	\N	Not started	\N	269
1	350027	Milestone	Work order effective date	\N	\N	2023-07-01	2023-07-01	\N	\N	\N	Completed	\N	270
2	350027	Milestone	Submission of Global Project Plan	\N	\N	2023-08-01	2023-07-18	\N	\N	\N	Completed	\N	271
3	350027	Milestone	Submission of Preliminary Design Report	\N	\N	2023-09-01	2023-08-23	\N	\N	\N	Completed	\N	272
8	350027	Milestone	Warranty Completion	\N	\N	2025-01-01	\N	\N	\N	\N	Not started	\N	277
1	350028	Milestone	work order effective date	\N	\N	\N	2023-07-01	\N	\N	\N	Completed	\N	278
2	350028	Milestone	Submission of Project Plan	\N	\N	\N	2023-07-06	\N	\N	\N	Completed	\N	279
3	350028	Milestone	Submission of hardware purchase order for Remaining Experimental Components for Magnetrons Combination & Design Engineering Study	\N	\N	\N	2023-07-18	\N	\N	\N	Completed	\N	280
6	350028	Milestone	Submission of Research plan for next stage (power combination of pulsed magnetrons) & Physical inspection of delivered stores/ items.	\N	\N	\N	\N	\N	\N	\N	Not started	\N	283
1	350030	Milestone	Submission of Global Project Plan	\N	\N	2023-09-01	2023-09-01	\N	\N	\N	Completed	\N	284
2	350030	Milestone	Submission of Preliminary Design Report	\N	\N	2023-10-01	2023-10-01	\N	\N	\N	Completed	\N	285
6	350030	Milestone	Flight Testing	\N	\N	2024-11-01	\N	\N	\N	\N	Not started	\N	289
7	350030	Milestone	Completion Warranty	\N	\N	2025-11-01	\N	\N	\N	\N	Not started	\N	290
1	350031	Activity	Acceptance of Purchase Order	\N	2023-09-01	2023-09-01	2023-09-01	100	\N	\N	Completed	\N	291
2	350031	Activity	Acceptance of drawings	\N	2023-09-01	2023-10-01	2023-09-04	100	\N	\N	Completed	\N	292
3	350030	Activity	Submission of Detailed Design Report	\N	2023-10-02	2023-12-01	2023-11-29	100	\N	\N	Completed	\N	286
6	350026	Milestone	Installation of Filter onboard MCMV	\N	\N	2023-11-15	2023-12-05	\N	\N	\N	Completed	\N	267
6	350027	Milestone	Hardware Lab Assembly	\N	\N	2023-12-01	2023-12-02	\N	\N	\N	Completed	\N	275
6	350025	Milestone	Submission of Critical Design Report	\N	\N	2024-06-01	2024-02-21	\N	\N	\N	Completed	\N	258
6	350020	Milestone	Lab & Field Trials	\N	\N	2024-03-01	2024-03-01	\N	\N	\N	Completed	\N	225
7	350027	Milestone	Installation onboard ship HATs/SATs	\N	\N	2024-01-01	\N	\N	\N	\N	In progress	\N	276
7	350026	Milestone	Final Testing and Field Trials of PoC 1	\N	\N	\N	\N	\N	\N	\N	In progress	\N	268
1	400002	Milestone	Acceptance of Work Order	\N	\N	2021-02-01	2021-02-01	\N	\N	\N	Completed	\N	296
2	400002	Milestone	Submission of Global Project Plan	\N	\N	2021-03-01	2021-02-10	\N	\N	\N	Completed	\N	297
3	400002	Milestone	Submission of Critical Design Review	\N	\N	2021-04-01	2021-02-19	\N	\N	\N	Completed	\N	298
