99	2019-02-28	\N	Fulfilled	350000	350002	UK	2019-02-28 00:00:00	350002	26126	0	26126	0	26126	Purchase for project	2	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
100	2019-11-30	\N	Fulfilled	350000	350002	UK	2019-11-30 00:00:00	350002	86346	0	86346	0	86346	Purchase for project	2	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
101	2020-09-01	\N	Fulfilled	450000	450001	UK	2020-09-01 00:00:00	200004	962162	0	962162	0	962162	Systems Lab renovation	3	Ps	200000	450000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
102	2020-09-01	\N	Fulfilled	160000	\N	UK	2020-09-01 00:00:00	200004	402785	0	402785	62807	465592	DG room	3	Ps	200000	200000	2	f	\N	1	\N	1	1011-01-01 00:00:00	\N
103	2020-09-01	\N	Fulfilled	160000	\N	UK	2020-09-01 00:00:00	200004	380641	0	380641	64709	445350	Purchase for project	3	Ps	200000	800000	2	f	\N	\N	\N	1	2022-02-02 00:00:00	\N
104	2020-08-01	\N	Fulfilled	300000	300001	UK	2020-08-01 00:00:00	300001	420911	0	420911	71555	492466	Fresh Water paint sheme for ROV test tank and Computer Terminals	3	Ps	300000	300000	2	f	\N	2	\N	1	1011-01-01 00:00:00	\N
105	2020-08-01	\N	Fulfilled	300000	300001	UK	2020-08-01 00:00:00	300001	948699	0	948699	161279	1109978	Lab Fixtures	3	Ps	300000	300000	2	f	\N	3	\N	1	1011-01-01 00:00:00	\N
106	2019-02-28	\N	Fulfilled	350000	350002	UK	2019-02-28 00:00:00	350002	158172	0	158172	26889	185061	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
107	2019-02-28	\N	Fulfilled	350000	350002	UK	2019-02-28 00:00:00	350002	25862	0	25862	4397	30259	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
108	2019-02-28	\N	Fulfilled	350000	350002	UK	2019-02-28 00:00:00	350002	26305	0	26305	4472	30777	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
109	2019-02-28	\N	Fulfilled	350000	350002	UK	2019-02-28 00:00:00	350002	26335	0	26335	4477	30812	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
110	2019-02-28	\N	Fulfilled	350000	350002	UK	2019-02-28 00:00:00	350002	25894	0	25894	4402	30296	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
111	2019-11-30	\N	Fulfilled	350000	350002	UK	2019-11-30 00:00:00	350002	23308	0	23308	3962	27270	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
112	2019-11-30	\N	Fulfilled	350000	350002	UK	2019-11-30 00:00:00	350002	26241	0	26241	4461	30702	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
113	2019-11-30	\N	Fulfilled	350000	350002	UK	2019-11-30 00:00:00	350002	278829	0	278829	47401	326230	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
114	2019-11-30	\N	Fulfilled	350000	350002	UK	2019-11-30 00:00:00	350002	237505	0	237505	40376	277881	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
115	2019-12-11	\N	Fulfilled	350000	350002	UK	2019-12-11 00:00:00	350002	24594	0	24594	4181	28775	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
116	2019-12-12	\N	Fulfilled	350000	350002	UK	2019-12-12 00:00:00	350002	25343	0	25343	4308	29651	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
117	2019-12-13	\N	Fulfilled	350000	350002	UK	2019-12-13 00:00:00	350002	17744	0	17744	3017	20761	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
118	2020-02-19	\N	Fulfilled	350000	350002	UK	2020-02-19 00:00:00	350002	18197	0	18197	3093	21290	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
119	2020-02-19	\N	Fulfilled	350000	350002	UK	2020-02-19 00:00:00	350002	51196	0	51196	8703	59899	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
120	2020-02-19	\N	Fulfilled	350000	350002	UK	2020-02-19 00:00:00	350002	168650	0	168650	28671	197321	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
121	2020-02-19	\N	Fulfilled	350000	350002	UK	2020-02-19 00:00:00	350002	340950	0	340950	57961	398911	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
122	2020-02-19	\N	Fulfilled	350000	350002	UK	2020-02-19 00:00:00	350002	420619	0	420619	71505	492124	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
123	2020-02-07	\N	Fulfilled	300000	300002	UK	2020-02-19 00:00:00	350002	420646	0	420646	71510	492156	Purchase for project	3	Ps	350000	300000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
124	2020-02-19	\N	Fulfilled	350000	350002	UK	2020-02-19 00:00:00	350002	81237	0	81237	13810	95047	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
125	2020-02-19	\N	Fulfilled	350000	350002	UK	2020-02-19 00:00:00	350002	346768	0	346768	58951	405719	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
126	2020-02-19	\N	Fulfilled	350000	350002	UK	2020-02-19 00:00:00	350002	24682	0	24682	4196	28878	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
127	2020-02-19	\N	Fulfilled	350000	350002	UK	2020-02-19 00:00:00	350002	86980	0	86980	14787	101767	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
128	2020-02-19	\N	Fulfilled	350000	350002	UK	2020-02-19 00:00:00	350002	18275	0	18275	3107	21382	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
129	2020-02-19	\N	Fulfilled	350000	350002	UK	2020-02-19 00:00:00	350002	25703	0	25703	4370	30073	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
130	2020-02-12	\N	Fulfilled	300000	300002	UK	2020-03-19 00:00:00	350002	420384	0	420384	71465	491849	Purchase for project	3	Ps	350000	300000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
131	2020-02-10	\N	Fulfilled	300000	300002	UK	2020-03-19 00:00:00	350002	419592	0	419592	71331	490923	Purchase for project	3	Ps	350000	300000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
132	2020-02-08	\N	Fulfilled	300000	300002	UK	2020-03-19 00:00:00	350002	411147	0	411147	69895	481042	Purchase for project	3	Ps	350000	300000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
133	2020-02-09	\N	Fulfilled	300000	300002	UK	2020-03-19 00:00:00	350002	411674	0	411674	69985	481659	Purchase for project	3	Ps	350000	300000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
134	2020-03-19	\N	Fulfilled	350000	350002	UK	2020-03-19 00:00:00	350002	174832	0	174832	29721	204553	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
135	2020-03-19	\N	Fulfilled	350000	350002	UK	2020-03-19 00:00:00	350002	161411	0	161411	27440	188851	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
136	2020-03-19	\N	Fulfilled	350000	350002	UK	2020-03-19 00:00:00	350002	25915	0	25915	4406	30321	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
137	2020-03-19	\N	Fulfilled	350000	350002	UK	2020-03-19 00:00:00	350002	274873	0	274873	46728	321601	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
138	2020-05-19	\N	Fulfilled	350000	350002	UK	2020-05-19 00:00:00	350002	15867	0	15867	2697	18564	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
139	2020-05-19	\N	Fulfilled	350000	350002	UK	2020-05-19 00:00:00	350002	52046	0	52046	8848	60894	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
140	2020-07-20	\N	Fulfilled	350000	350002	UK	2020-07-20 00:00:00	350002	1820379	0	1820379	309464	2129843	Purchase for project	3	Ps	350000	350000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
141	2021-02-02	\N	Fulfilled	300000	300001	UK	2021-02-02 00:00:00	300001	395945	0	395945	0	395945	Shifting of HT electric poles for UW testing facility	4	Ps	300000	300000	2	f	\N	11	\N	1	1011-01-01 00:00:00	\N
142	2020-08-20	GPS. Paid by cheque 10265616	Fulfilled	350000	350002	UK	2020-08-20 00:00:00	160001	15600	0	15600	0	15600	04 Ton Ac Repair	5	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
143	2020-09-21	General Admin. Paid by cheque 10265619	Fulfilled	160000	\N	UK	2020-09-21 00:00:00	160001	7000	0	7000	0	7000	Unknown	5	Ps	160000	800000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
144	2020-10-12	General Admin. Paid by cheque 10265625	Fulfilled	160000	\N	UK	2020-10-12 00:00:00	160001	38500	0	38500	0	38500	Notice board purchase	5	Ps	160000	800000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
145	2020-11-25	Power Lab. Paid by cheque 10265635	Fulfilled	450000	450002	UK	2020-11-25 00:00:00	160001	49000	0	49000	0	49000	Computer Repair/upgrade	5	Ps	160000	450000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
146	2020-12-01	General Admin. Paid by cheque 10265636	Fulfilled	160000	\N	UK	2020-12-01 00:00:00	160001	19000	0	19000	0	19000	Purchase of tools	5	Ps	160000	800000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
147	2020-12-21	General Admin. Paid by cheque 10265642	Fulfilled	160000	\N	UK	2020-12-21 00:00:00	160001	20000	0	20000	0	20000	Misc Items	5	Ps	160000	800000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
149	2021-01-18	Dir System. Paid by cheque 10265650	Fulfilled	450000	450002	UK	2021-01-18 00:00:00	160001	821250	0	821250	0	821250	Upgradation of 25mm Gun	5	Ps	160000	450000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
150	2021-03-04	So Admin. Paid by cheque 10310338	Fulfilled	160000	\N	UK	2021-03-04 00:00:00	160001	9760	0	9760	0	9760	Installation of Porta cabin AC	5	Ps	160000	800000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
151	2021-03-15	So Admin. Paid by cheque 10310340	Fulfilled	160000	\N	UK	2021-03-15 00:00:00	160001	36600	0	36600	0	36600	Repair of WasSalaryoom PG Block	5	Ps	160000	800000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
152	2020-12-01	\N	Fulfilled	300000	300001	UK	2020-12-01 00:00:00	300001	421334	0	421334	71627	492961	PX1-C415 SBC and lattepanda 	5	Ps	300000	300000	2	f	\N	9	\N	1	1011-01-01 00:00:00	\N
153	2020-10-01	\N	Fulfilled	350000	350005	UK	2020-10-01 00:00:00	350005	492515	0	492515	83727	576242	Sample Manufacturing Material	5	Ps	350000	350000	2	f	\N	4	\N	1	1011-01-01 00:00:00	\N
154	2020-12-20	\N	Fulfilled	350000	350005	UK	2020-12-20 00:00:00	350005	413365	0	413365	70272	483637	IT Equipment	5	Ps	350000	350000	2	f	\N	7	\N	1	1011-01-01 00:00:00	\N
155	2021-02-01	\N	Fulfilled	350000	350005	UK	2021-02-01 00:00:00	350005	954611	0	954611	162284	1116895	SDM Avionics and Engine test bed	5	Ps	350000	350000	2	f	\N	8	\N	1	1011-01-01 00:00:00	\N
156	2021-03-04	\N	Fulfilled	350000	350005	UK	2021-03-04 00:00:00	350005	812740	0	812740	138166	950906	Structure raw material for Marlin	5	Ps	350000	350000	2	f	\N	9	\N	1	1011-01-01 00:00:00	\N
157	2020-12-20	\N	Fulfilled	350000	350004	UK	2020-12-20 00:00:00	350004	1052610	0	1052610	178944	1231554	IT Equipment	5	Ps	350000	350000	2	f	\N	5	\N	1	1011-01-01 00:00:00	\N
158	2021-02-03	\N	Fulfilled	350000	350004	UK	2021-02-03 00:00:00	350004	855200	0	855200	145384	1000584	Local items	5	Ps	350000	350000	2	f	\N	7	\N	1	1011-01-01 00:00:00	\N
159	2020-11-20	\N	Fulfilled	350000	350003	UK	2020-11-20 00:00:00	350003	851191	0	851191	144702	995893	IT equipment and local aluminum sheets	5	Ps	350000	350000	2	f	\N	5	\N	1	1011-01-01 00:00:00	\N
160	2020-12-01	\N	Fulfilled	350000	350003	UK	2020-12-01 00:00:00	350003	687422	0	687422	116862	804284	Local items	5	Ps	350000	350000	2	f	\N	6	\N	1	1011-01-01 00:00:00	\N
161	2021-01-01	\N	Fulfilled	350000	350003	UK	2021-01-01 00:00:00	350003	666913	0	666913	113375	780288	Local items	5	Ps	350000	350000	2	f	\N	7	\N	1	1011-01-01 00:00:00	\N
162	2021-03-11	\N	Fulfilled	350000	350003	UK	2021-03-11 00:00:00	350003	159603	0	159603	27133	186736	PCB fabrication services, soldering station etc.	5	Ps	350000	350000	2	f	\N	8	\N	1	1011-01-01 00:00:00	\N
166	2020-11-20	\N	Fulfilled	350000	350002	UK	2020-11-20 00:00:00	350002	754734	0	754734	128305	883039	Jammer integration & UAV multiple misc items	5	Ps	350000	350000	1	f	\N	189	\N	1	1011-01-01 00:00:00	\N
167	2020-11-20	\N	Fulfilled	350000	350002	UK	2020-11-20 00:00:00	350002	407801	0	407801	69326	477127	8W amp heat sink, machining & UAV spares	5	Ps	350000	350000	1	f	\N	190	\N	1	1011-01-01 00:00:00	\N
168	2020-12-03	\N	Fulfilled	350000	350002	UK	2020-12-03 00:00:00	350002	420913	0	420913	71555	492468	Laptop & tools	5	Ps	350000	350000	1	f	\N	193	\N	1	1011-01-01 00:00:00	\N
169	2020-12-04	\N	Fulfilled	350000	350002	UK	2020-12-04 00:00:00	350002	403991	0	403991	68678	472669	Wooden casings & misc	5	Ps	350000	350000	1	f	\N	192	\N	1	1011-01-01 00:00:00	\N
170	2021-02-21	\N	Fulfilled	350000	350002	UK	2021-02-21 00:00:00	350002	399800	0	399800	67966	467766	Laptop & misc items	5	Ps	350000	350000	1	f	\N	194	\N	1	1011-01-01 00:00:00	\N
171	2019-12-02	General Admin. Paid by cheque 10265554	Fulfilled	160000	\N	UK	2019-12-02 00:00:00	160001	49700	0	49700	0	49700	Lighting Arrangments in Lab	3	Ps	160000	800000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
172	2020-03-16	Power Lab. Paid by cheque 1026561	Fulfilled	450000	450002	UK	2020-03-16 00:00:00	160001	24500	0	24500	0	24500	Repairing of 3 AC	3	Ps	160000	450000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
173	2020-04-20	Power Lab. Paid by cheque 10265577	Fulfilled	450000	450002	UK	2020-04-20 00:00:00	160001	49257	0	49257	0	49257	Consumable Items	3	Ps	160000	450000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
175	2020-06-11	GPS. Paid by cheque 10265594	Fulfilled	350000	350002	UK	2020-06-11 00:00:00	160001	11585	0	11585	0	11585	Reparing of AC	3	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
176	2020-07-06	General Admin. Paid by cheque 10265603	Fulfilled	160000	\N	UK	2020-07-06 00:00:00	160001	12655	0	12655	0	12655	Repair	3	Ps	160000	800000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
177	2020-07-07	Power Lab. Paid by cheque 10265604	Fulfilled	450000	450002	UK	2020-07-07 00:00:00	160001	48000	0	48000	0	48000	Equipment	3	Ps	160000	450000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
178	2019-06-13	GPS. Paid by cheque 10257846	Fulfilled	350000	350002	UK	2019-06-13 00:00:00	160001	49900	0	49900	0	49900	Project Equipment	3	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
1322	2023-11-22	1. Mobilization - 45% (Rs 985005), 2. Removal of accessories and piping	Fulfilled	200000	200014	\N	2023-11-22 14:31:14	200014	1855000	0	1855000	333900	2188900	Removal of old IGS plant and Accessories	65	Ps	200000	200000	1	f	\N	11	Offer of M/s R&D Engineering Company is recommended as it is the only technically acceptable offer.	2	2023-11-29 14:02:29	2024-01-01 13:43:46
179	2019-06-13	GPS. Paid by cheque 10257847	Fulfilled	350000	350002	UK	2019-06-13 00:00:00	160001	49840	0	49840	0	49840	Project Equipment	3	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
180	2019-06-13	GPS. Paid by cheque 10257848	Fulfilled	350000	350002	UK	2019-06-13 00:00:00	160001	49600	0	49600	0	49600	Project Equipment	3	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
181	2019-06-13	GPS. Paid by cheque 10257849	Fulfilled	350000	350002	UK	2019-06-13 00:00:00	160001	48500	0	48500	0	48500	Project Equipment	3	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
182	2019-06-13	GPS. Paid by cheque 10257850	Fulfilled	350000	350002	UK	2019-06-13 00:00:00	160001	49500	0	49500	0	49500	Project Equipment	3	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
183	2019-06-24	GPS. Paid by cheque 10257856	Fulfilled	350000	350002	UK	2019-06-24 00:00:00	160001	149980	0	149980	0	149980	Project Equipment	3	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
184	2019-06-24	GPS. Paid by cheque 10257857	Fulfilled	350000	350002	UK	2019-06-24 00:00:00	160001	113000	0	113000	0	113000	Project Equipment	3	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
185	2019-07-01	GPS. Paid by cheque 10257891	Fulfilled	350000	350002	UK	2019-07-01 00:00:00	160001	22390	0	22390	0	22390	Project Equipment	3	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
186	2019-07-02	GPS. Paid by cheque 10257892	Fulfilled	350000	350002	UK	2019-07-02 00:00:00	160001	41200	0	41200	0	41200	Project Equipment	3	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
187	2019-07-08	GPS. Paid by cheque 10257893	Fulfilled	350000	350002	UK	2019-07-08 00:00:00	160001	23655	0	23655	0	23655	Project Equipment	3	Ps	160000	350000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
188	2020-07-07	VA. Paid by cheque 10265605	Fulfilled	250000	250001	UK	2020-07-07 00:00:00	160001	601700	0	601700	0	601700	Equipment	7	Ps	160000	250000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
189	2021-03-03	\N	Fulfilled	200000	200003	UK	2021-03-03 00:00:00	200003	340000	0	340000	57800	397800	NIU Ruggedized Enclosure	8	Ps	200000	200000	1	f	\N	27	\N	1	1011-01-01 00:00:00	\N
190	2021-03-22	\N	Fulfilled	200000	200004	UK	2021-03-22 00:00:00	200004	215000	0	215000	36550	251550	Refurbishment of mechanical enclosure	8	Ps	200000	200000	2	f	\N	10	\N	1	1011-01-01 00:00:00	\N
191	2019-11-14	\N	Fulfilled	200000	200002	UK	2019-11-14 00:00:00	200002	298000	0	298000	50660	348660	Ruggedized ecnlosures SATLINK devices	8	Ps	200000	200000	2	f	\N	1	\N	1	1011-01-01 00:00:00	\N
192	2020-02-14	\N	Fulfilled	200000	200002	UK	2020-02-14 00:00:00	200002	314562	0	314562	53476	368038	Ruggedized ecnlosures SATLINK devices	8	Ps	200000	200000	2	f	\N	1	\N	1	1011-01-01 00:00:00	\N
193	2020-04-14	\N	Fulfilled	200000	200002	UK	2020-04-14 00:00:00	200002	298000	0	298000	50660	348660	Ruggedized ecnlosures SATLINK devices	8	Ps	200000	200000	2	f	\N	1	\N	1	1011-01-01 00:00:00	\N
194	2020-06-29	General Admin. Paid by cheque 10265600	Fulfilled	160000	\N	UK	2020-06-29 00:00:00	160001	2950	0	2950	0	2950	Mobile phone	9	Ps	160000	800000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
195	2020-07-18	General Admin. Paid by cheque 10265608	Fulfilled	160000	\N	UK	2020-07-18 00:00:00	160001	24950	0	24950	0	24950	Equipment	10	Ps	160000	800000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
196	2021-03-03	\N	Fulfilled	350000	350005	UK	2021-03-03 00:00:00	350005	112500	0	112500	19125	131625	Siemens PLC	11	Ps	350000	350000	2	f	\N	9	\N	1	1011-01-01 00:00:00	\N
197	2020-03-17	\N	Fulfilled	200000	200003	UK	2020-04-12 00:00:00	200003	184726	0	184726	31403	216129	Part payment for Ind Synch to Digital	12	Ps	200000	200000	1	f	\N	9	\N	1	1011-01-01 00:00:00	\N
198	2020-04-15	\N	Fulfilled	200000	200003	UK	2020-09-20 00:00:00	200003	350030	0	350030	59505	409535	Circular connectors with back shell	12	Ps	200000	200000	1	f	\N	12	\N	1	1011-01-01 00:00:00	\N
199	2020-03-27	\N	Fulfilled	200000	200003	UK	2020-09-20 00:00:00	200003	361429	0	361429	61443	422872	Circular connectors	12	Ps	200000	200000	1	f	\N	11	\N	1	1011-01-01 00:00:00	\N
200	2020-11-20	\N	Fulfilled	200000	200003	UK	2020-11-20 00:00:00	200003	105560	0	105560	17945	123505	Resolver to Digital converter prototype	12	Ps	200000	200000	1	f	\N	21	\N	1	1011-01-01 00:00:00	\N
201	2020-03-17	\N	Fulfilled	200000	200003	UK	2020-11-20 00:00:00	200003	184726	0	184726	31403	216129	Part payment for Ind Synch to Digital	12	Ps	200000	200000	1	f	\N	9	\N	1	1011-01-01 00:00:00	\N
202	2021-01-25	\N	Fulfilled	200000	200004	UK	2021-01-25 00:00:00	200004	138000	0	138000	23460	161460	Circular connectors	12	Ps	200000	200000	2	f	\N	6	\N	1	1011-01-01 00:00:00	\N
203	2020-11-20	\N	Fulfilled	350000	350005	UK	2020-11-20 00:00:00	350005	11756000	0	11756000	1998520	13754520	Veronte	13	Ps	350000	350000	2	f	\N	6	\N	1	1011-01-01 00:00:00	\N
204	2020-04-24	VA. Paid by cheque 10265581	Fulfilled	250000	250001	UK	2020-04-24 00:00:00	160001	399790	0	399790	0	399790	Project Equipment	14	Ps	160000	250000	2	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
206	2020-06-09	\N	Fulfilled	200000	200003	UK	2020-09-20 00:00:00	200003	313676	0	313676	53325	367001	PCI Express cards	15	Ps	200000	200000	1	f	\N	8	\N	1	1011-01-01 00:00:00	\N
207	2020-12-21	\N	Fulfilled	200000	200003	UK	2021-01-23 00:00:00	200003	301840	0	301840	51313	353153	Comm card and DB connectors	15	Ps	200000	200000	1	f	\N	25	\N	1	1011-01-01 00:00:00	\N
208	2021-01-24	\N	Fulfilled	200000	200003	UK	2021-01-24 00:00:00	200003	143540	0	143540	24402	167942	Advantech interface cards	15	Ps	200000	200000	1	f	\N	\N	\N	1	1011-01-01 00:00:00	\N
209	2020-12-21	\N	Fulfilled	200000	200003	UK	2021-01-25 00:00:00	200003	339600	0	339600	57732	397332	8 port RS 232 card	15	Ps	200000	200000	1	f	\N	24	\N	1	1011-01-01 00:00:00	\N
210	2021-03-01	\N	Fulfilled	200000	200003	UK	2021-03-01 00:00:00	200003	340500	0	340500	57885	398385	Serial Interface Card	15	Ps	200000	200000	1	f	\N	27	\N	1	1011-01-01 00:00:00	\N
211	2021-03-02	\N	Fulfilled	200000	200003	UK	2021-03-02 00:00:00	200003	340500	0	340500	57885	398385	Serial Interface Card	15	Ps	200000	200000	1	f	\N	27	\N	1	1011-01-01 00:00:00	\N
