56	Purchase Case	\N	2023-05-29 10:36:55.061	674	\N	Cancelled	350000	2022-09-27	1	350000	\N
52	Salary Order	\N	2023-05-29 10:36:57.232	838	\N	Cancelled	350000	2022-09-27	1	350000	\N
48	Salary Order	\N	2023-05-29 10:36:58.341	1040	\N	Cancelled	350000	2022-09-27	1	350000	\N
76	Funding	2022-09-19 14:55:06	2023-05-29 10:36:59.701	90	NRDI share of the project is amended to reconcile with data shared by M/s MTSS.	Cancelled	350000	2022-09-19	2	800000	RAV-I
177	Salary Order	2023-08-11 11:30:27.771	2023-08-22 10:20:56.85	3015	DADSS project has been cancelled and no payments were processed from DADSS since May 23. Therefore, salary order is being reversed to adjust salary payment in software for the month of May 23 from ELINT project. (Note: Actual salary was already paid)	Fulfilled	200000	2023-08-11	1	800000	\N
178	Allocation	2023-08-11 12:22:47.189	2023-08-22 13:33:34.24	43	Loan on the project is Rs. 1,433,044. 50% of loan amount i.e. Rs. 716,522 is being added in CSRF fund of project as per MD R&D instructions and subsequent DG NRDI approval.	Fulfilled	450000	2023-08-11	2	800000	25GUN
165	Purchase Case	2023-06-15 11:53:29.632	2023-06-19 09:18:06.68	1150	Vendor has delivered the item thus 100% payment needs to be done	Fulfilled	350000	2023-06-15	2	350000	\N
164	Salary Order	2023-06-06 10:09:47.037	2023-07-18 11:28:40.234	2951	As per MTSS email dated 31 May 23,individual will not be paid from DADSS project.Therefore, salary case is being reversed to generate salary from ELINT project.	Fulfilled	200000	2023-06-06	1	800000	\N
168	Salary Order	2023-07-17 09:04:31.758	2023-07-18 15:30:53.186	2894	Salary reversal is being generated since software is showing it as Loan. Need to be shifted to CSRF.	Fulfilled	880000	2023-07-17	1	800000	\N
167	Salary Order	2023-07-17 09:02:56.868	2023-07-18 15:30:57.864	2960	Salary reversal is being generated since software is showing it as Loan. Need to be shifted to CSRF.	Fulfilled	880000	2023-07-17	1	800000	\N
169	Allocation	2023-07-25 10:14:24.949	2023-08-29 14:27:42.862	27	Project allocation is being reconciled as received from MTSS.	Fulfilled	200000	2023-07-25	2	800000	METLP
176	Funding	2023-07-27 09:11:10.514	2023-09-08 21:47:55.968	120	Milestone payment as received from MTSS is being reversed to amend MS payment as per Sensors memo Dir Sensor/Memo/713 dated 24 Jul 23. However, reconciliation of MS data between NRDI and MTSS will be required in future.	Cancelled	350000	2023-07-27	2	800000	LDL
175	Funding	2023-07-27 09:08:59.886	2023-09-08 21:48:24.486	119	Milestone payment as received from MTSS is being reversed to amend MS payment as per Sensors memo Dir Sensor/Memo/713 dated 24 Jul 23. However, reconciliation of MS data between NRDI and MTSS will be required in future.	Cancelled	350000	2023-07-27	2	800000	LRFA
174	Funding	2023-07-27 09:05:48.459	2023-09-08 21:48:33.742	118	Milestone payment as received from MTSS is being reversed to amend MS payment as per Sensors memo Dir Sensor/Memo/713 dated 24 Jul 23. However, reconciliation of MS data between NRDI and MTSS will be required in future.	Cancelled	350000	2023-07-27	2	800000	L-Pro
179	Employee	2023-08-21 13:09:28.687	2023-09-08 21:49:37.759	14-22-09-4823	 Code Correction for NWS Employee	Cancelled	300000	2023-08-21	2	820000	\N
181	Salary Order	2023-09-07 11:18:27.316	2023-09-25 15:51:09.764	3025	Salary for the month of Jul 23 is being reversed as individual was promoted to RO from internee in the month of Aug 23 but with effective date as 07 Jul 23. Therefore, arrears are to be provided to individual as slaray of internee was given for Jul 23.	Fulfilled	200000	2023-09-07	1	800000	\N
182	Contract	2023-10-12 12:08:27.151	2023-10-12 15:15:10.588	383	Entry of correct date as per MD instruction	Fulfilled	800000	2023-10-12	2	820000	\N
185	Allocation	2023-10-17 09:51:20.189	2023-10-31 11:52:03.373	21	Remaing project fund is being shifted to CSRF apropos RAVEN-1 loan Min 20 of purchase case 1179	Fulfilled	350000	2023-10-17	2	800000	MC
184	Allocation	2023-10-17 09:49:05.333	2023-10-31 11:52:32.446	22	Remaining project fund is being shifted to CSRF apropos RAVEN-1 loan Min 20 of purchase case 1179	Fulfilled	350000	2023-10-17	2	800000	UCAV
199	Purchase Case	2023-10-26 16:58:14.725	2023-10-26 17:18:01.109	1193	PI didn’t sign the case	Fulfilled	840000	2023-10-26	1	840000	\N
198	Purchase Case	2023-10-26 16:57:58.133	2023-10-26 17:18:07.034	1192	PI didn’t sign the case	Fulfilled	840000	2023-10-26	1	840000	\N
197	Purchase Case	2023-10-26 16:57:41.55	2023-10-26 17:18:12.771	1188	PI didn’t sign the case	Fulfilled	840000	2023-10-26	1	840000	\N
196	Purchase Case	2023-10-26 16:57:11.791	2023-10-26 17:18:19.145	1187	PI didn’t sign the case	Fulfilled	840000	2023-10-26	1	840000	\N
210	Purchase Case	2023-12-05 11:21:22.479	2023-12-06 11:57:31.687	322	The expenditure was done for EH project. The purchase case has to be corrected accordingly.	Fulfilled	350000	2023-12-05	1	350000	\N
195	Purchase Case	2023-10-26 16:56:08.702	2023-10-26 17:18:24.649	1186	PI didn’t sign the case	Fulfilled	840000	2023-10-26	1	840000	\N
206	Purchase Case	2023-11-29 12:41:23.248	2023-11-29 13:51:44.79	1322	Firm name not entered in the case	Fulfilled	200000	2023-11-29	1	200000	\N
193	Allocation	2023-10-19 10:56:48.722	2023-10-23 10:37:49.906	45	Manager IS salaries are being shifted to CSRF as RAVEN-I loan return vide Min-20 (Purchase case 1179)	Fulfilled	350000	2023-10-19	2	800000	HH1
188	Allocation	2023-10-17 12:08:28.165	2023-10-23 11:16:24.173	24	Funds are being shifted to CSRF as RAVEN-I loan return vide Min-20 (Purchase case 1179)	Fulfilled	350000	2023-10-17	2	800000	RAV-II
190	Allocation	2023-10-18 10:42:16.097	2023-10-23 11:16:37.697	8	Balance funds of the project are being shifted to CSRF as part of RAVEN-I loan settlement plan apropos Min 20 (Purchase case 1179)	Fulfilled	350000	2023-10-18	2	800000	EH
191	Allocation	2023-10-18 12:04:28.865	2023-10-23 11:16:48.328	20	Contract value is being amended after receipt of additional GST PKR 27,350/- as received vide MTSS letter No. 177 dated 11 Oct 23 (Encl-VFD)	Fulfilled	350000	2023-10-18	2	800000	VFD
