355	1	LOW NOISE AMPLIFIER (2-18G) AQUAERO	488400	1	num	3428	LOW NOISE AMPLIFIER (2-18G) AQUAERO	1433
355	2	LOW NOISE AMPLIFIER (2-8G) AQUAERO	399600	1	num	3429	LOW NOISE AMPLIFIER (2-8G) AQUAERO	1434
356	1	RF Absorber material each piece is 600 x 600 mm or 0.6 x 0.6 mtrs so if you buy 6 pcs you will have a size of 1.2 x 2.4 mtrs which will be 2 square meter part No 3640-50	80000	6	num	3430	RF Absorber material each piece is 600 x 600 mm or 0.6 x 0.6 mtrs so if you buy 6 pcs you will have a size of 1.2 x 2.4 mtrs which will be 2 square meter part No 3640-50	1432
363	1	16.8 V 17 AH, Li-ion Battery pack for ROV	125000	2	num	3451	16.8 V 17 AH, Li-ion Battery pack for ROV	1438
365	1	Deformed Steel (G-60) Size 9.5mm x 12m	199328	11.42	ton	3459	Deformed Steel (G-60) Size 9.5mm x 12m	1435
365	2	Deformed Steel (G-60) Size 12mm x 12m	199328	12.262	ton	3460	Deformed Steel (G-60) Size 12mm x 12m	1436
367	1	Megger Fluke 1507 Insulation Resistance Multimeter MTDM-32	160000	1	num	3465	Megger Fluke 1507 Insulation Resistance Multimeter MTDM-32	1446
367	2	Misc. items (wrench, pipe, scale, hook, measurement tape)	19483	1	num	3466	Misc. items (wrench, pipe, scale, hook, measurement tape)	1447
365	3	Deformed Steel (G-60) Size 16mm x 12m	199329.4	3.409	ton	3461	Deformed Steel (G-60) Size 16mm x 12m	1437
363	2	ROV pay load skid structure	61000	1	num	3452	ROV pay load skid structure	1439
363	3	Camera/ Mount Assembly for installation on PAP 104	27000	2	num	3453	Camera/ Mount Assembly for installation on PAP 104	1440
366	1	Deformed Steel (G-60) Size 9.5mm x 12m	207818	11.42	ton	3462	Deformed Steel (G-60) Size 9.5mm x 12m	1435
363	4	DVR	16500	1	num	3454	DVR	1441
363	5	Cat 6 Cable for tether development	51000	1	rol	3455	Cat 6 Cable for tether development	1445
361	2	ROV pay load skid structure	55000	1	num	3442	ROV pay load skid structure	1439
361	3	Camera/ Mount Assembly for installation on PAP 104	25750	2	num	3443	Camera/ Mount Assembly for installation on PAP 104	1440
361	4	DVR	15000	1	num	3444	DVR	1441
361	5	Cat 6 Cable for tether development	48000	1	rol	3445	Cat 6 Cable for tether development	1445
361	1	16.8 V 17 AH, Li-ion Battery pack for ROV	115000	2	num	3441	16.8 V 17 AH, Li-ion Battery pack for ROV	1438
362	1	16.8 V 17 AH, Li-ion Battery pack for ROV	120000	2	num	3446	16.8 V 17 AH, Li-ion Battery pack for ROV	1438
362	2	ROV pay load skid structure	60000	1	num	3447	ROV pay load skid structure	1439
362	3	Camera/ Mount Assembly for installation on PAP 104	26000	2	num	3448	Camera/ Mount Assembly for installation on PAP 104	1440
362	4	DVR	16000	1	num	3449	DVR	1441
362	5	Cat 6 Cable for tether development	50000	1	rol	3450	Cat 6 Cable for tether development	1445
364	1	Deformed Steel (G-60) Size 9.5mm x 12m	189000	11.42	ton	3456	Deformed Steel (G-60) Size 9.5mm x 12m	1435
364	2	Deformed Steel (G-60) Size 12mm x 12m	189000	12.262	ton	3457	Deformed Steel (G-60) Size 12mm x 12m	1436
364	3	Deformed Steel (G-60) Size 16mm x 12m	187000	3.409	ton	3458	Deformed Steel (G-60) Size 16mm x 12m	1437
366	2	Deformed Steel (G-60) Size 12mm x 12m	207818	12.262	ton	3463	Deformed Steel (G-60) Size 12mm x 12m	1436
367	3	Studs	2875	1	num	3467	Studs	1448
366	3	Deformed Steel (G-60) Size 16mm x 12m	207819	3.409	ton	3464	Deformed Steel (G-60) Size 16mm x 12m	1437
367	4	USB-128GB	3250	2	num	3468	USB-128GB	1449
367	5	Steel Spring Sheet 253.8*241mm (Heated bed)	4035	2	num	3469	Steel Spring Sheet 253.8*241mm (Heated bed)	1450
367	6	PEI Layer 253.8*241mm	2115	4	num	3470	PEI Layer 253.8*241mm	1451
367	7	MK52 heated bed with thermister + Y carriage	13550	1	num	3471	MK52 heated bed with thermister + Y carriage	1453
367	8	Motherboard EinsyRambo 1.1b Mainboard For Prusa i3 MK3 + Tinamic TMC2130	19795	2	num	3472	Motherboard EinsyRambo 1.1b Mainboard For Prusa i3 MK3 + Tinamic TMC2130	1454
367	21	0.4 mm MK3 Brass Nozzel	245	10	num	3485	0.4 mm MK3 Brass Nozzel	1467
367	13	24V 4010 Fan	4117	2	num	3477	24V 4010 Fan	1459
367	14	GT2 Timing Belts Belt L: 10m, W: 6mm + GT2 pulley T:20*10	4136	1	num	3478	GT2 Timing Belts Belt L: 10m, W: 6mm + GT2 pulley T:20*10	1460
367	15	Idler Pulley SW: 7mm, S: 6	3335	2	num	3479	Idler Pulley SW: 7mm, S: 6	1461
367	16	T8 Nut M8 LS, Lead: 2mm S: 2	1906	2	num	3480	T8 Nut M8 LS, Lead: 2mm S: 2	1462
367	17	Machining (Frame)	20000	1	num	3481	Machining (Frame)	1463
367	18	Profiles 3030 L: 205, 120 + Rails L:320, 350, 370	12521	2	num	3482	Profiles 3030 L: 205, 120 + Rails L:320, 350, 370	1464
367	19	Printing PLA/ABS spool	5725	2	num	3483	Printing PLA/ABS spool	1465
367	20	V6 Metal Hotend Extruder 1.75mm with Cooling Fan	1760	2	num	3484	V6 Metal Hotend Extruder 1.75mm with Cooling Fan	1466
367	22	Linear Bearing LM8UU	375	15	num	3486	Linear Bearing LM8UU	1468
367	23	Zip Tie 2.5 * 100 mm	375	2	num	3487	Zip Tie 2.5 * 100 mm	1469
367	24	Screws nuts and Washers	9900	1	num	3488	Screws nuts and Washers	1470
368	1	Megger Fluke 1507 Insulation Resistance Multimeter MTDM-32	170000	1	num	3489	Megger Fluke 1507 Insulation Resistance Multimeter MTDM-32	1446
368	2	Misc. items (wrench, pipe, scale, hook, measurement tape)	22000	1	num	3490	Misc. items (wrench, pipe, scale, hook, measurement tape)	1447
368	3	Studs	3150	1	num	3491	Studs	1448
368	4	USB-128GB	3500	2	num	3492	USB-128GB	1449
368	5	Steel Spring Sheet 253.8*241mm (Heated bed)	4500	2	num	3493	Steel Spring Sheet 253.8*241mm (Heated bed)	1450
368	6	PEI Layer 253.8*241mm	2450	4	num	3494	PEI Layer 253.8*241mm	1451
368	7	MK52 heated bed with thermister + Y carriage	15000	1	num	3495	MK52 heated bed with thermister + Y carriage	1453
368	8	Motherboard EinsyRambo 1.1b Mainboard For Prusa i3 MK3 + Tinamic TMC2130	21500	2	num	3496	Motherboard EinsyRambo 1.1b Mainboard For Prusa i3 MK3 + Tinamic TMC2130	1454
368	9	Prusa i3 MK3 PINDA V2 Auto-leveling Sensor Probe	3250	3	num	3497	Prusa i3 MK3 PINDA V2 Auto-leveling Sensor Probe	1455
368	10	PSU Mean Well 24V 10 A	13500	2	num	3498	PSU Mean Well 24V 10 A	1456
368	11	NEMA 17 , 2*LS Stepper Motors	18500	2	num	3499	NEMA 17 , 2*LS Stepper Motors	1457
368	12	Radial fan	1500	2	num	3500	Radial fan	1458
368	13	24V 4010 Fan	4750	2	num	3501	24V 4010 Fan	1459
368	14	GT2 Timing Belts Belt L: 10m, W: 6mm + GT2 pulley T:20*10	4500	1	num	3502	GT2 Timing Belts Belt L: 10m, W: 6mm + GT2 pulley T:20*10	1460
368	15	Idler Pulley SW: 7mm, S: 6	3550	2	num	3503	Idler Pulley SW: 7mm, S: 6	1461
368	16	T8 Nut M8 LS, Lead: 2mm S: 2	2250	2	num	3504	T8 Nut M8 LS, Lead: 2mm S: 2	1462
368	17	Machining (Frame)	22500	1	num	3505	Machining (Frame)	1463
368	18	Profiles 3030 L: 205, 120 + Rails L:320, 350, 370	14500	2	num	3506	Profiles 3030 L: 205, 120 + Rails L:320, 350, 370	1464
368	19	Printing PLA/ABS spool	6200	2	num	3507	Printing PLA/ABS spool	1465
368	20	V6 Metal Hotend Extruder 1.75mm with Cooling Fan	2000	2	num	3508	V6 Metal Hotend Extruder 1.75mm with Cooling Fan	1466
368	21	0.4 mm MK3 Brass Nozzel	300	10	num	3509	0.4 mm MK3 Brass Nozzel	1467
368	22	Linear Bearing LM8UU	400	15	num	3510	Linear Bearing LM8UU	1468
368	23	Zip Tie 2.5 * 100 mm	410	2	num	3511	Zip Tie 2.5 * 100 mm	1469
368	24	Screws nuts and Washers	10800	1	num	3512	Screws nuts and Washers	1470
369	1	Megger Fluke 1507 Insulation Resistance Multimeter MTDM-32	178500	1	num	3513	Megger Fluke 1507 Insulation Resistance Multimeter MTDM-32	1446
369	2	Misc. items (wrench, pipe, scale, hook, measurement tape)	25000	1	num	3514	Misc. items (wrench, pipe, scale, hook, measurement tape)	1447
369	3	Studs	3500	1	num	3515	Studs	1448
369	4	USB-128GB	4000	2	num	3516	USB-128GB	1449
369	5	Steel Spring Sheet 253.8*241mm (Heated bed)	5000	2	num	3517	Steel Spring Sheet 253.8*241mm (Heated bed)	1450
369	6	PEI Layer 253.8*241mm	3000	4	num	3518	PEI Layer 253.8*241mm	1451
369	7	MK52 heated bed with thermister + Y carriage	16500	1	num	3519	MK52 heated bed with thermister + Y carriage	1453
369	8	Motherboard EinsyRambo 1.1b Mainboard For Prusa i3 MK3 + Tinamic TMC2130	22000	2	num	3520	Motherboard EinsyRambo 1.1b Mainboard For Prusa i3 MK3 + Tinamic TMC2130	1454
369	9	Prusa i3 MK3 PINDA V2 Auto-leveling Sensor Probe	3500	3	num	3521	Prusa i3 MK3 PINDA V2 Auto-leveling Sensor Probe	1455
369	10	PSU Mean Well 24V 10 A	15000	2	num	3522	PSU Mean Well 24V 10 A	1456
369	11	NEMA 17 , 2*LS Stepper Motors	20000	2	num	3523	NEMA 17 , 2*LS Stepper Motors	1457
369	12	Radial fan	1500	2	num	3524	Radial fan	1458
369	13	24V 4010 Fan	5000	2	num	3525	24V 4010 Fan	1459
369	14	GT2 Timing Belts Belt L: 10m, W: 6mm + GT2 pulley T:20*10	5000	1	num	3526	GT2 Timing Belts Belt L: 10m, W: 6mm + GT2 pulley T:20*10	1460
369	15	Idler Pulley SW: 7mm, S: 6	4000	2	num	3527	Idler Pulley SW: 7mm, S: 6	1461
369	16	T8 Nut M8 LS, Lead: 2mm S: 2	2500	2	num	3528	T8 Nut M8 LS, Lead: 2mm S: 2	1462
369	17	Machining (Frame)	25000	1	num	3529	Machining (Frame)	1463
369	18	Profiles 3030 L: 205, 120 + Rails L:320, 350, 370	16000	2	num	3530	Profiles 3030 L: 205, 120 + Rails L:320, 350, 370	1464
369	19	Printing PLA/ABS spool	6500	2	num	3531	Printing PLA/ABS spool	1465
369	20	V6 Metal Hotend Extruder 1.75mm with Cooling Fan	2500	2	num	3532	V6 Metal Hotend Extruder 1.75mm with Cooling Fan	1466
369	21	0.4 mm MK3 Brass Nozzel	300	10	num	3533	0.4 mm MK3 Brass Nozzel	1467
369	22	Linear Bearing LM8UU	430	15	num	3534	Linear Bearing LM8UU	1468
369	23	Zip Tie 2.5 * 100 mm	400	2	num	3535	Zip Tie 2.5 * 100 mm	1469
369	24	Screws nuts and Washers	12500	1	num	3536	Screws nuts and Washers	1470
380	4	SOURIAU 8D7C13F98SN 10 pin 10 position Circular connector Receptacle Female Sockets solder	15134	1	num	3583	SOURIAU 8D7C13F98SN 10 pin 10 position Circular connector Receptacle Female Sockets solder	1517
370	1	MIC-3022AE 3U Computer System of MIC-3022 with CPCI PSU, MIC-3329C1-D1E MIC-3329 w/E3845 4G RAM dual Slot RoHS, AQD-SD3L4GE16-SG 4G ECC SO-DDR3-1600 512X8 1.35V SAM, MIC-3955B1-S3E MIC-3955 8-Ports DB62 RS-232/422/485 FIO, MIC-3955A1-S1E MIC-3955 4-Port DB44 RS-232/422/485 FIO, MIC-3954-BE MIC-3954 CPCI-S IO REV.A101-2 HDD, 96ND1T-ST-SG7E SG Enterprise 2.5” 1TB 7KRPM SATA 128MB, EKI-2725-CE  5-Port Ind. Unmanaged GbE Switch, 968QW7PROE Win Pro 7 Emb x 32/64 ORY OEI 42C-00021	929600	1	num	3537	MIC-3022AE 3U Computer System of MIC-3022 with CPCI PSU, MIC-3329C1-D1E MIC-3329 w/E3845 4G RAM dual Slot RoHS, AQD-SD3L4GE16-SG 4G ECC SO-DDR3-1600 512X8 1.35V SAM, MIC-3955B1-S3E MIC-3955 8-Ports DB62 RS-232/422/485 FIO, MIC-3955A1-S1E MIC-3955 4-Port DB44 RS-232/422/485 FIO, MIC-3954-BE MIC-3954 CPCI-S IO REV.A101-2 HDD, 96ND1T-ST-SG7E SG Enterprise 2.5” 1TB 7KRPM SATA 128MB, EKI-2725-CE  5-Port Ind. Unmanaged GbE Switch, 968QW7PROE Win Pro 7 Emb x 32/64 ORY OEI 42C-00021	1364
370	2	Shipment	359305	1	svc	3538	Shipment	1426
371	1	Low Light HD USB Camera	54503.06	1	num	3539	Low Light HD USB Camera	1479
371	2	Bar30 Hig Resoulution 300m Depth/ Pressure Sensor	33060	1	num	3540	Bar30 Hig Resoulution 300m Depth/ Pressure Sensor	1480
371	3	Ping360 Scanning Imaging Sonar	951080.13	1	num	3541	Ping360 Scanning Imaging Sonar	1481
371	4	T200 Thruster	93089.3	4	num	3542	T200 Thruster	1482
371	5	T100/ T200 Nozzle	14345.1	2	num	3543	T100/ T200 Nozzle	1483
371	6	Electronic Speed Controller	21405.38	4	num	3544	Electronic Speed Controller	1484
371	7	Cast Acrylic Tube 4" (100m depth rated)	101838.25	1	num	3545	Cast Acrylic Tube 4" (100m depth rated)	1485
372	1	Low Light HD USB Camera	65240	1	num	3546	Low Light HD USB Camera	1479
372	2	Bar30 Hig Resoulution 300m Depth/ Pressure Sensor	39573	1	num	3547	Bar30 Hig Resoulution 300m Depth/ Pressure Sensor	1480
372	3	Ping360 Scanning Imaging Sonar	1138443	1	num	3548	Ping360 Scanning Imaging Sonar	1481
372	4	T200 Thruster	111428	4	num	3549	T200 Thruster	1482
372	5	T100/ T200 Nozzle	17171	2	num	3550	T100/ T200 Nozzle	1483
372	6	Electronic Speed Controller	25622	4	num	3551	Electronic Speed Controller	1484
372	7	Cast Acrylic Tube 4" (100m depth rated)	121900	1	num	3552	Cast Acrylic Tube 4" (100m depth rated)	1485
373	1	Low Light HD USB Camera	66221	1	num	3553	Low Light HD USB Camera	1479
373	2	Bar30 Hig Resoulution 300m Depth/ Pressure Sensor	40168	1	num	3554	Bar30 Hig Resoulution 300m Depth/ Pressure Sensor	1480
373	3	Ping360 Scanning Imaging Sonar	1155562	1	num	3555	Ping360 Scanning Imaging Sonar	1481
373	4	T200 Thruster	113103	4	num	3556	T200 Thruster	1482
373	5	T100/ T200 Nozzle	17429	2	num	3557	T100/ T200 Nozzle	1483
373	6	Electronic Speed Controller	26007	4	num	3558	Electronic Speed Controller	1484
373	7	Cast Acrylic Tube 4" (100m depth rated)	123733	1	num	3559	Cast Acrylic Tube 4" (100m depth rated)	1485
375	1	25kW Modulator PCB T65825812-7	362880	2	num	3562	25kW Modulator PCB T65825812-7	1486
375	2	Power Supply PCB T65825816	437760	1	num	3563	Power Supply PCB T65825816	1488
375	3	Freight/Handling	140544	1	num	3564	Freight/Handling	1489
376	1	25kW Modulator PCB T65825812-7	395000	2	num	3565	25kW Modulator PCB T65825812-7	1486
376	2	Power Supply PCB T65825816	525500	1	num	3566	Power Supply PCB T65825816	1488
376	3	Freight/Handling	0	1	num	3567	Freight/Handling	1489
377	1	25kW Modulator PCB T65825812-7	392500	2	num	3568	25kW Modulator PCB T65825812-7	1486
377	2	Power Supply PCB T65825816	522000	1	num	3569	Power Supply PCB T65825816	1488
377	3	Freight/Handling	0	1	num	3570	Freight/Handling	1489
390	1	Repairing of 1 TB Hard Disk Drive	5200	2	num	3615	Repairing of 1 TB Hard Disk Drive	1530
378	1	Overall Design & Manufacturing of Mechanical\r\nEnclosure for Onboard NUI Interface Unit, based on\r\nour meeting, client supplied information, data sheets,\r\njoint study/analysis and mutually agreed conceptual\r\ndesign.  (Specifications: Aluminum Alloy, CNC Machined, Internal Alodine, Eextrnal PU Paint Finish) Refer attached Drawing.	375000	2	num	3571	Overall Design & Manufacturing of Mechanical\r\nEnclosure for Onboard NUI Interface Unit, based on\r\nour meeting, client supplied information, data sheets,\r\njoint study/analysis and mutually agreed conceptual\r\ndesign.  (Specifications: Aluminum Alloy, CNC Machined, Internal Alodine, Eextrnal PU Paint Finish) Refer attached Drawing.	1513
379	1	SOURIAU 8D7C13F04PN 04 pin Conn Circular PIN 4 POS Solder ST Jam Nut 4 Terminal Nut 1 port	11898	2	num	3572	SOURIAU 8D7C13F04PN 04 pin Conn Circular PIN 4 POS Solder ST Jam Nut 4 Terminal Nut 1 port	1514
379	2	SOURIAU 8D7C11F05PN 05 pin Conn Circular PIN 5 POS Solder ST Jam Nut 5 Terminal Nut 1 port	10682	3	num	3573	SOURIAU 8D7C11F05PN 05 pin Conn Circular PIN 5 POS Solder ST Jam Nut 5 Terminal Nut 1 port	1515
379	3	SOURIAU 8D7C13F98PN 10 pin Conn Circular PIN 10 POS Solder ST Jam Nut 10 Terminal Nut 1 port	11254	4	num	3574	SOURIAU 8D7C13F98PN 10 pin Conn Circular PIN 10 POS Solder ST Jam Nut 10 Terminal Nut 1 port	1516
379	4	SOURIAU 8D7C13F98SN 10 pin 10 position Circular connector Receptacle Female Sockets solder	12612	1	num	3575	SOURIAU 8D7C13F98SN 10 pin 10 position Circular connector Receptacle Female Sockets solder	1517
379	5	SOURIAU 8D7C15F19PN 19 pin Circular MIL Spec Connector 19P Size 15 JAM Nut PIN Receptacle	14500	6	num	3576	SOURIAU 8D7C15F19PN 19 pin Circular MIL Spec Connector 19P Size 15 JAM Nut PIN Receptacle	1518
379	6	SOURIAU 8D7C19F32PN 32 pin Conn Circular PIN 32 POS Solder ST Jam Nut 32 Terminal Nut 1 port	17500	1	num	3577	SOURIAU 8D7C19F32PN 32 pin Conn Circular PIN 32 POS Solder ST Jam Nut 32 Terminal Nut 1 port	1519
379	7	Amphenol RJFTV7 1N 11-33 RJ45 I/O Plugs Plate mount	17800	3	num	3578	Amphenol RJFTV7 1N 11-33 RJ45 I/O Plugs Plate mount	1520
379	8	D38999/26WD19SN-US Back shell of 8D515F19SN	13622	2	num	3579	D38999/26WD19SN-US Back shell of 8D515F19SN	1521
380	1	SOURIAU 8D7C13F04PN 04 pin Conn Circular PIN 4 POS Solder ST Jam Nut 4 Terminal Nut 1 port	14277	2	num	3580	SOURIAU 8D7C13F04PN 04 pin Conn Circular PIN 4 POS Solder ST Jam Nut 4 Terminal Nut 1 port	1514
380	2	SOURIAU 8D7C11F05PN 05 pin Conn Circular PIN 5 POS Solder ST Jam Nut 5 Terminal Nut 1 port	12818	3	num	3581	SOURIAU 8D7C11F05PN 05 pin Conn Circular PIN 5 POS Solder ST Jam Nut 5 Terminal Nut 1 port	1515
380	3	SOURIAU 8D7C13F98PN 10 pin Conn Circular PIN 10 POS Solder ST Jam Nut 10 Terminal Nut 1 port	13504	4	num	3582	SOURIAU 8D7C13F98PN 10 pin Conn Circular PIN 10 POS Solder ST Jam Nut 10 Terminal Nut 1 port	1516
436	15	Nose Plier	875	2	num	4242	Nose Plier	1717
380	5	SOURIAU 8D7C15F19PN 19 pin Circular MIL Spec Connector 19P Size 15 JAM Nut PIN Receptacle	17400	6	num	3584	SOURIAU 8D7C15F19PN 19 pin Circular MIL Spec Connector 19P Size 15 JAM Nut PIN Receptacle	1518
380	6	SOURIAU 8D7C19F32PN 32 pin Conn Circular PIN 32 POS Solder ST Jam Nut 32 Terminal Nut 1 port	21000	1	num	3585	SOURIAU 8D7C19F32PN 32 pin Conn Circular PIN 32 POS Solder ST Jam Nut 32 Terminal Nut 1 port	1519
380	7	Amphenol RJFTV7 1N 11-33 RJ45 I/O Plugs Plate mount	21360	3	num	3586	Amphenol RJFTV7 1N 11-33 RJ45 I/O Plugs Plate mount	1520
380	8	D38999/26WD19SN-US Back shell of 8D515F19SN	16346	2	num	3587	D38999/26WD19SN-US Back shell of 8D515F19SN	1521
381	1	SOURIAU 8D7C13F04PN 04 pin Conn Circular PIN 4 POS Solder ST Jam Nut 4 Terminal Nut 1 port	13325	2	num	3588	SOURIAU 8D7C13F04PN 04 pin Conn Circular PIN 4 POS Solder ST Jam Nut 4 Terminal Nut 1 port	1514
381	2	SOURIAU 8D7C11F05PN 05 pin Conn Circular PIN 5 POS Solder ST Jam Nut 5 Terminal Nut 1 port	11963	3	num	3589	SOURIAU 8D7C11F05PN 05 pin Conn Circular PIN 5 POS Solder ST Jam Nut 5 Terminal Nut 1 port	1515
381	3	SOURIAU 8D7C13F98PN 10 pin Conn Circular PIN 10 POS Solder ST Jam Nut 10 Terminal Nut 1 port	12604	4	num	3590	SOURIAU 8D7C13F98PN 10 pin Conn Circular PIN 10 POS Solder ST Jam Nut 10 Terminal Nut 1 port	1516
381	4	SOURIAU 8D7C13F98SN 10 pin 10 position Circular connector Receptacle Female Sockets solder	14125	1	num	3591	SOURIAU 8D7C13F98SN 10 pin 10 position Circular connector Receptacle Female Sockets solder	1517
381	5	SOURIAU 8D7C15F19PN 19 pin Circular MIL Spec Connector 19P Size 15 JAM Nut PIN Receptacle	16240	6	num	3592	SOURIAU 8D7C15F19PN 19 pin Circular MIL Spec Connector 19P Size 15 JAM Nut PIN Receptacle	1518
381	6	SOURIAU 8D7C19F32PN 32 pin Conn Circular PIN 32 POS Solder ST Jam Nut 32 Terminal Nut 1 port	19600	1	num	3593	SOURIAU 8D7C19F32PN 32 pin Conn Circular PIN 32 POS Solder ST Jam Nut 32 Terminal Nut 1 port	1519
381	7	Amphenol RJFTV7 1N 11-33 RJ45 I/O Plugs Plate mount	19936	3	num	3594	Amphenol RJFTV7 1N 11-33 RJ45 I/O Plugs Plate mount	1520
381	8	D38999/26WD19SN-US Back shell of 8D515F19SN	15256	2	num	3595	D38999/26WD19SN-US Back shell of 8D515F19SN	1521
386	1	3500 PSI Cylindrical Readymix	11277	280	ccm	3608	3500 PSI Cylindrical Readymix	1528
386	2	1:4:8 Cylindrical Ready mix for Lean	6956	40	ccm	3609	1:4:8 Cylindrical Ready mix for Lean	1529
387	1	3500 PSI Cylindrical Readymix	11400	280	ccm	3610	3500 PSI Cylindrical Readymix	1528
387	2	1:4:8 Cylindrical Ready mix for Lean	7050	40	ccm	3611	1:4:8 Cylindrical Ready mix for Lean	1529
388	2	1:4:8 Cylindrical Ready mix for Lean	7100	40	ccm	3613	1:4:8 Cylindrical Ready mix for Lean	1529
388	1	3500 PSI Cylindrical Readymix	11500	280	ccm	3612	3500 PSI Cylindrical Readymix	1528
396	1	Storage Racks	15475	2	num	3636	Storage Racks	1559
396	2	Cutting Oil	30000	1	drm	3637	Cutting Oil	1560
396	3	Oscillating Cutter Multi Tool 300 W for Curved CF sheets	17100	1	num	3638	Oscillating Cutter Multi Tool 300 W for Curved CF sheets	1561
396	4	Metric Ball End Allen Wrench 2.5, 3,4,5,6 mm	300	5	num	3639	Metric Ball End Allen Wrench 2.5, 3,4,5,6 mm	1562
396	5	Imperial Allen Wrenches 3/32" , !/4"	300	2	num	3640	Imperial Allen Wrenches 3/32" , !/4"	1565
396	6	C Clamps 6"	1700	2	num	3641	C Clamps 6"	1566
396	7	Thread Locker Locktite 242	1500	3	num	3642	Thread Locker Locktite 242	1567
396	8	Levelling Tool 4ft	3100	1	num	3643	Levelling Tool 4ft	1570
396	9	24" Hand trigger clamps	2000	4	num	3644	24" Hand trigger clamps	1571
396	10	Grease Gun	2800	1	num	3645	Grease Gun	1572
396	11	3 Phase Wire (Meter)	800	25	m	3646	3 Phase Wire (Meter)	1573
396	12	1.5 Sqmm 3 Core AC Wire, 0.8 sqmm 2 core single wire	3050	1	num	3647	1.5 Sqmm 3 Core AC Wire, 0.8 sqmm 2 core single wire	1574
396	13	Cable N -type Male to SMA Male RP RG-223	1120	1	num	3648	Cable N -type Male to SMA Male RP RG-223	1575
396	14	Cable N -type Male to SMA Male RP RG-400	1200	1	num	3649	Cable N -type Male to SMA Male RP RG-400	1576
396	15	Cable N -type Male to Male RG-223	1300	1	num	3650	Cable N -type Male to Male RG-223	1577
396	16	Cable N -type Male to Male RG-400	1360	1	num	3651	Cable N -type Male to Male RG-400	1578
396	17	Manual Antenna Stand	2100	1	num	3652	Manual Antenna Stand	1579
396	18	Extension Boards	1600	4	num	3653	Extension Boards	1580
396	19	Plug Adapter	759	1	num	3654	Plug Adapter	1581
396	20	Heat Treatment For 4140 Steel	11200	1	num	3655	Heat Treatment For 4140 Steel	1582
396	21	4140 Steel Raw Material Rod 12 Samples	6300	1	num	3656	4140 Steel Raw Material Rod 12 Samples	1584
396	22	Cutting Cost for 6 Samples	13800	1	num	3657	Cutting Cost for 6 Samples	1586
396	23	HP Laser Jet Pro - M254 dw Printer (Black & White)	68250	1	num	3658	HP Laser Jet Pro - M254 dw Printer (Black & White)	1588
396	24	Battery Wires , battery Terminals, Lugs and Connectors	4600	1	num	3659	Battery Wires , battery Terminals, Lugs and Connectors	1589
396	25	Jazz Internet Charges (INTELL & NDT LAB)	2730	2	num	3660	Jazz Internet Charges (INTELL & NDT LAB)	1590
396	26	Internet & Cable Charges At SPF	5460	1	num	3661	Internet & Cable Charges At SPF	1591
396	27	Stock Material for Avid CNC spindle Plate	7000	1	num	3662	Stock Material for Avid CNC spindle Plate	1593
396	28	16 Sqmm 4 Core 3 Phase Wire ( in RFT)	672	36	ft	3663	16 Sqmm 4 Core 3 Phase Wire ( in RFT)	1594
396	29	1.4 Sq mm 2 Core Wire (in RFT)	370	15	ft	3664	1.4 Sq mm 2 Core Wire (in RFT)	1595
396	30	50 Amps Breaker	4235	1	num	3665	50 Amps Breaker	1596
396	31	Lugs for Breaker	575	1	num	3666	Lugs for Breaker	1597
396	32	Cable Channel	1725	1	num	3667	Cable Channel	1598
396	33	Junction Box	2875	1	num	3668	Junction Box	1599
396	34	O- Lugs	575	1	num	3669	O- Lugs	1600
396	35	Screen Casting Device (Chromecast)	10000	1	num	3670	Screen Casting Device (Chromecast)	1602
396	36	Digital Vernier Caliper 300mm	6855	1	num	3671	Digital Vernier Caliper 300mm	1603
396	37	Measuring Tape	682	1	num	3672	Measuring Tape	1604
396	38	30 cm Steel Ruler	345	1	num	3673	30 cm Steel Ruler	1605
396	39	16 sqmm 4 Core 3 Phase Wire (in RFT)	1425	60	ft	3674	16 sqmm 4 Core 3 Phase Wire (in RFT)	1606
396	40	3 Pole 50 Amp Breaker	3500	1	num	3675	3 Pole 50 Amp Breaker	1607
396	41	2  pole 32 Amp Breaker	2610	1	num	3676	2  pole 32 Amp Breaker	1608
396	42	10 mm , 16 mm Lugs, Sleeves , PVC tape ,Power cord converter , panel Box, PG gland, PVC pipe earth strip, Black wire Strip	7000	1	num	3677	10 mm , 16 mm Lugs, Sleeves , PVC tape ,Power cord converter , panel Box, PG gland, PVC pipe earth strip, Black wire Strip	1609
396	43	IMU MPU 9250 9 axis accelerometer	1400	3	num	3678	IMU MPU 9250 9 axis accelerometer	1611
396	44	USB Connector Type A	1000	3	num	3679	USB Connector Type A	1613
396	45	Cable Connectors 6 pin	250	5	num	3680	Cable Connectors 6 pin	1614
396	46	Spiral Sleeves 6mm Dia	575	1	num	3681	Spiral Sleeves 6mm Dia	1615
396	47	Wiring 4 Core 10m	1200	1	num	3682	Wiring 4 Core 10m	1617
396	48	Wiring 5 Core Solid , 5m	1200	1	num	3683	Wiring 5 Core Solid , 5m	1618
396	49	Power Distribution Board 5 Socket	2500	1	num	3684	Power Distribution Board 5 Socket	1619
396	50	Microcontroller STM32 "Blue Pill" Board - STM32F103C8T6	1012	3	num	3685	Microcontroller STM32 "Blue Pill" Board - STM32F103C8T6	1620
396	51	ST Link V2 ST Programmer Module	1380	3	num	3686	ST Link V2 ST Programmer Module	1621
